,sector,type,usd_per_ton,output,share_exporting_firms,cutoff,supply_data,country,country_ISO,final_demand,export
4667,MLT_wtp,WTP,1000,179.88,0.385812764,0,USD,MLT,MLT,80.52676765,69.4
4668,MLT_atp,ATP,1000,929.41,0.70593172,0,USD,MLT,MLT,449.8621556,656.1
4669,MLT_whs,WHS,1000,478.86,0.479200601,0,USD,MLT,MLT,45.66985998,229.47
4670,MLT_cmn,CMN,1000,1511.6,0.216287378,0,USD,MLT,MLT,731.4941755,326.94
4671,MLT_ofi,OFI,1000,1125.7,0.29685529,0,USD,MLT,MLT,226.9959775,334.17
4672,MLT_ins,INS,1000,331.75,0.438522984,0,USD,MLT,MLT,199.0938855,145.48
4673,MLT_rsa,RSA,1000,1029.8,0.129151292,0,USD,MLT,MLT,612.4400496,133
4674,MLT_obs,OBS,1000,2486.2,0.523139731,0,USD,MLT,MLT,443.5774961,1300.63
4675,MLT_ros,ROS,1000,2267.2,0.746537579,0,USD,MLT,MLT,1079.708067,1692.55
4676,MLT_osg,OSG,1000,1319.6,0.024931798,0,USD,MLT,MLT,1277.978271,32.9
4677,MLT_edu,EDU,1000,706.76,0.144688437,0,USD,MLT,MLT,615.2403773,102.26
4678,MLT_hht,HHT,1000,1460.7,0.040453207,0,USD,MLT,MLT,1381.31558,59.09
4679,MLT_dwe,DWE,1000,21.872,0,0,USD,MLT,MLT,20.62194842,0
4680,NLD_pdr,PDR,1000,3.0065,0.006652253,0,USD,NLD,NLD,0.018512885,0.02
4681,NLD_wht,WHT,1000,341.01,0.48247852,0,USD,NLD,NLD,80.21844399,164.53
4682,NLD_gro,GRO,1000,463.68,0.491524327,0,USD,NLD,NLD,35.63030569,227.91
4683,NLD_v_f,V_F,1000,10758,0.965634876,0,USD,NLD,NLD,7463.708709,10388.3
4684,NLD_osd,OSD,1000,1238.1,0.988296583,0,USD,NLD,NLD,26.12533184,1223.61
4685,NLD_c_b,C_B,1000,406.89,0.042591364,0,USD,NLD,NLD,14.09388132,17.33
4686,NLD_pfb,PFB,1000,18.217,0.676840314,0,USD,NLD,NLD,9.936131691,12.33
4687,NLD_ocr,OCR,1000,11778,0.805338767,0,USD,NLD,NLD,1991.120683,9485.28
4688,NLD_ctl,CTL,1000,2181.9,0.199514185,0,USD,NLD,NLD,64.33378974,435.32
4689,NLD_oap,OAP,1000,5479.7,0.525576218,0,USD,NLD,NLD,458.6011498,2880
4690,NLD_rmk,RMK,1000,7015,0.000363507,0,USD,NLD,NLD,412.5892654,2.55
4691,NLD_wol,WOL,1000,12.324,0.849561831,0,USD,NLD,NLD,2.058669524,10.47
4692,NLD_frs,FRS,1000,502.98,0.237246014,0,USD,NLD,NLD,32.99116418,119.33
4693,NLD_fsh,FSH,1000,1296.5,0.781696876,0,USD,NLD,NLD,615.9582881,1013.47
4694,NLD_coa,COA,1000,7.6086,0.001314302,0,USD,NLD,NLD,0.026933053,0.01
4695,NLD_oil,OIL,1000,1200.9,0.01383962,0,USD,NLD,NLD,0.068493817,16.62
4696,NLD_gas,GAS,1000,16043,0.649899645,0,USD,NLD,NLD,2874.451672,10426.34
4697,NLD_oxt,OXT,1000,2938.3,0.398345982,0,USD,NLD,NLD,559.1743556,1170.46
4698,NLD_cmt,CMT,1000,4446.9,0.62818143,0,USD,NLD,NLD,2980.349283,2793.46
4699,NLD_omt,OMT,1000,10208,0.59252547,0,USD,NLD,NLD,6439.475602,6048.5
4700,NLD_vol,VOL,1000,7061.5,0.801848049,0,USD,NLD,NLD,1253.210258,5662.25
4701,NLD_mil,MIL,1000,19334,0.401382021,0,USD,NLD,NLD,8125.520383,7760.32
4702,NLD_pcr,PCR,1000,178.54,0.927131175,0,USD,NLD,NLD,97.16039921,165.53
4703,NLD_sgr,SGR,1000,1470.9,0.58335033,0,USD,NLD,NLD,544.1114855,858.05
4704,NLD_ofd,OFD,1000,46240,0.483345372,0,USD,NLD,NLD,19555.98274,22349.89
4705,NLD_b_t,B_T,1000,15965,0.43250736,0,USD,NLD,NLD,9349.630301,6904.98
4706,NLD_tex,TEX,1000,11256,0.519681059,0,USD,NLD,NLD,3132.065587,5849.53
4707,NLD_wap,WAP,1000,10195,0.953099559,0,USD,NLD,NLD,8127.967255,9716.85
4708,NLD_lea,LEA,1000,5340.1,0.940806352,0,USD,NLD,NLD,3353.857449,5024
4709,NLD_lum,LUM,1000,4765.6,0.328739298,0,USD,NLD,NLD,462.2777603,1566.64
4710,NLD_ppp,PPP,1000,28938,0.30793455,0,USD,NLD,NLD,3003.530602,8911.01
4711,NLD_p_c,P_C,1000,63400,0.615877445,0,USD,NLD,NLD,8825.772059,39046.63
4712,NLD_chm,CHM,1000,76004,0.575389322,0,USD,NLD,NLD,10831.79638,43731.89
4713,NLD_bph,BPH,1000,18137,0.900690302,0,USD,NLD,NLD,5289.587508,16335.82
4714,NLD_rpp,RPP,1000,18978,0.394607967,0,USD,NLD,NLD,2742.846325,7488.87
4715,NLD_nmm,NMM,1000,9855.2,0.236403117,0,USD,NLD,NLD,422.5874528,2329.8
4716,NLD_i_s,I_S,1000,16040,0.582137781,0,USD,NLD,NLD,130.2094268,9337.49
4717,NLD_nfm,NFM,1000,8214.8,0.782889419,0,USD,NLD,NLD,144.2768485,6431.28
4718,NLD_fmp,FMP,1000,30596,0.182264675,0,USD,NLD,NLD,3329.451816,5576.57
4719,NLD_ele,ELE,1000,44791,0.645188766,0,USD,NLD,NLD,13375.61045,28898.65
4720,NLD_eeq,EEQ,1000,17478,0.411089942,0,USD,NLD,NLD,3957.49415,7185.03
4721,NLD_ome,OME,1000,46631,0.537001137,0,USD,NLD,NLD,19583.03696,25040.9
4722,NLD_mvh,MVH,1000,14280,0.602585434,0,USD,NLD,NLD,8582.671715,8604.92
4723,NLD_otn,OTN,1000,7068.4,0.527668213,0,USD,NLD,NLD,4719.210768,3729.77
4724,NLD_omf,OMF,1000,20003,0.349608559,0,USD,NLD,NLD,9000.085928,6993.22
4725,NLD_ely,ELY,1000,17918,0.081618484,0,USD,NLD,NLD,3228.111441,1462.44
4726,NLD_gdt,GDT,1000,7018.6,0.190489556,0,USD,NLD,NLD,2505.950149,1336.97
4727,NLD_wtr,WTR,1000,13758,0.004318942,0,USD,NLD,NLD,3076.300217,59.42
4728,NLD_cns,CNS,1000,132320,0.023107164,0,USD,NLD,NLD,68298.77202,3057.54
4729,NLD_trd,TRD,1000,126470,0.047440025,0,USD,NLD,NLD,62655.52527,5999.74
4730,NLD_afs,AFS,1000,49995,0.035918392,0,USD,NLD,NLD,42946.5041,1795.74
4731,NLD_otp,OTP,1000,51880,0.126243446,0,USD,NLD,NLD,24763.92943,6549.51
4732,NLD_wtp,WTP,1000,17638,0.178262275,0,USD,NLD,NLD,13058.44418,3144.19
4733,NLD_atp,ATP,1000,19409,0.44541759,0,USD,NLD,NLD,9296.168481,8645.11
4734,NLD_whs,WHS,1000,20495,0.08198829,0,USD,NLD,NLD,2662.060289,1680.35
4735,NLD_cmn,CMN,1000,115680,0.093077628,0,USD,NLD,NLD,47600.30954,10767.22
4736,NLD_ofi,OFI,1000,70858,0.022934037,0,USD,NLD,NLD,6500.759335,1625.06
4737,NLD_ins,INS,1000,22208,0.082435159,0,USD,NLD,NLD,17053.70095,1830.72
4738,NLD_rsa,RSA,1000,66384,0.024594782,0,USD,NLD,NLD,28638.68661,1632.7
4739,NLD_obs,OBS,1000,178120,0.208319784,0,USD,NLD,NLD,28287.99145,37105.92
4740,NLD_ros,ROS,1000,35641,0.085132011,0,USD,NLD,NLD,21082.45192,3034.19
4741,NLD_osg,OSG,1000,95569,0.010201634,0,USD,NLD,NLD,92579.67022,974.96
4742,NLD_edu,EDU,1000,47160,0.070672816,0,USD,NLD,NLD,39698.46045,3332.93
4743,NLD_hht,HHT,1000,101980,0.007650226,0,USD,NLD,NLD,97099.08452,780.17
4744,NLD_dwe,DWE,1000,41716,0,0,USD,NLD,NLD,41640.52261,0
4745,POL_pdr,PDR,1000,0.97242,0.010283622,0,USD,POL,POL,0.018256305,0.01
4746,POL_wht,WHT,1000,2156.2,0.395065393,0,USD,POL,POL,885.4502085,851.84
4747,POL_gro,GRO,1000,2882.3,0.175623634,0,USD,POL,POL,262.4066423,506.2
4748,POL_v_f,V_F,1000,5239,0.300782592,0,USD,POL,POL,3339.547115,1575.8
4749,POL_osd,OSD,1000,1252.5,0.366347305,0,USD,POL,POL,134.7095926,458.85
4750,POL_c_b,C_B,1000,498.87,0.006073727,0,USD,POL,POL,47.276227,3.03
4751,POL_pfb,PFB,1000,33.602,0.871079102,0,USD,POL,POL,21.89569564,29.27
4752,POL_ocr,OCR,1000,1628.7,0.212789341,0,USD,POL,POL,409.0371597,346.57
4753,POL_ctl,CTL,1000,1502.2,0.059492744,0,USD,POL,POL,29.83515563,89.37
4754,POL_oap,OAP,1000,7737.1,0.169062052,0,USD,POL,POL,2002.543797,1308.05
4755,POL_rmk,RMK,1000,4963.4,0.00239755,0,USD,POL,POL,1546.221136,11.9
4756,POL_wol,WOL,1000,151.15,0.998610652,0,USD,POL,POL,54.97408491,150.94
4757,POL_frs,FRS,1000,3429.9,0.083270649,0,USD,POL,POL,613.3707438,285.61
4758,POL_fsh,FSH,1000,237.68,0.154493437,0,USD,POL,POL,35.1024564,36.72
4759,POL_coa,COA,1000,7675.6,0.142483975,0,USD,POL,POL,898.7107033,1093.65
4760,POL_oil,OIL,1000,704.93,0.018455733,0,USD,POL,POL,-0.003488203,13.01
4761,POL_gas,GAS,1000,40.77,0.000981114,0,USD,POL,POL,0.634839102,0.04
4762,POL_oxt,OXT,1000,6010.4,0.048033409,0,USD,POL,POL,108.6231005,288.7
4763,POL_cmt,CMT,1000,2835.4,0.467479015,0,USD,POL,POL,2111.998054,1325.49
4764,POL_omt,OMT,1000,14985,0.245746413,0,USD,POL,POL,12551.50593,3682.51
4765,POL_vol,VOL,1000,2102.6,0.383434795,0,USD,POL,POL,426.6861945,806.21
4766,POL_mil,MIL,1000,10813,0.231120873,0,USD,POL,POL,7791.979479,2499.11
4767,POL_pcr,PCR,1000,27.174,0.636269964,0,USD,POL,POL,14.81389264,17.29
4768,POL_sgr,SGR,1000,1849.2,0.193083496,0,USD,POL,POL,1260.429298,357.05
4769,POL_ofd,OFD,1000,29331,0.369038901,0,USD,POL,POL,14523.55099,10824.28
4770,POL_b_t,B_T,1000,15362,0.220497982,0,USD,POL,POL,7840.059091,3387.29
4771,POL_tex,TEX,1000,5459.8,0.508960035,0,USD,POL,POL,1478.240545,2778.82
4772,POL_wap,WAP,1000,5920.5,0.663256482,0,USD,POL,POL,4652.023288,3926.81
4773,POL_lea,LEA,1000,2495.8,0.533043513,0,USD,POL,POL,1618.930408,1330.37
4774,POL_lum,LUM,1000,9790.5,0.404544201,0,USD,POL,POL,1444.492542,3960.69
4775,POL_ppp,PPP,1000,17323,0.392279051,0,USD,POL,POL,1781.049667,6795.45
4776,POL_p_c,P_C,1000,26700,0.212598502,0,USD,POL,POL,4449.294219,5676.38
4777,POL_chm,CHM,1000,26260,0.508375476,0,USD,POL,POL,5259.392207,13349.94
4778,POL_bph,BPH,1000,5502.4,0.662389139,0,USD,POL,POL,2009.018929,3644.73
4779,POL_rpp,RPP,1000,22851,0.461361866,0,USD,POL,POL,2857.482596,10542.58
4780,POL_nmm,NMM,1000,18067,0.242774672,0,USD,POL,POL,2368.400229,4386.21
4781,POL_i_s,I_S,1000,15007,0.371605251,0,USD,POL,POL,93.26864313,5576.68
4782,POL_nfm,NFM,1000,10858,0.831498434,0,USD,POL,POL,107.6174392,9028.41
4783,POL_fmp,FMP,1000,27411,0.298307979,0,USD,POL,POL,4996.201089,8176.92
4784,POL_ele,ELE,1000,27436,0.642519318,0,USD,POL,POL,9329.0708,17628.16
4785,POL_eeq,EEQ,1000,23731,0.725532426,0,USD,POL,POL,6996.19371,17217.61
4786,POL_ome,OME,1000,24400,0.534503689,0,USD,POL,POL,12338.78347,13041.89
4787,POL_mvh,MVH,1000,37073,0.734585817,0,USD,POL,POL,15308.52798,27233.3
4788,POL_otn,OTN,1000,7295.7,0.727590224,0,USD,POL,POL,3814.338322,5308.28
4789,POL_omf,OMF,1000,24645,0.485950497,0,USD,POL,POL,13375.59613,11976.25
4790,POL_ely,ELY,1000,25639,0.039973868,0,USD,POL,POL,9055.583751,1024.89
4791,POL_gdt,GDT,1000,1040.4,0.009371396,0,USD,POL,POL,315.5284624,9.75
4792,POL_wtr,WTR,1000,7601.1,0.005600505,0,USD,POL,POL,1514.377186,42.57
4793,POL_cns,CNS,1000,108410,0.024741629,0,USD,POL,POL,62609.99334,2682.24
4794,POL_trd,TRD,1000,100480,0.019162818,0,USD,POL,POL,39931.58527,1925.48
4795,POL_afs,AFS,1000,29407,0.034977726,0,USD,POL,POL,24258.03377,1028.59
4796,POL_otp,OTP,1000,53116,0.082475902,0,USD,POL,POL,26750.57004,4380.79
4797,POL_wtp,WTP,1000,3243.5,0.082500385,0,USD,POL,POL,2187.513553,267.59
4798,POL_atp,ATP,1000,3510.8,0.439461091,0,USD,POL,POL,1078.720392,1542.86
4799,POL_whs,WHS,1000,17190,0.076525887,0,USD,POL,POL,3668.392097,1315.48
4800,POL_cmn,CMN,1000,46823,0.050422015,0,USD,POL,POL,23201.38032,2360.91
4801,POL_ofi,OFI,1000,26791,0.036861259,0,USD,POL,POL,11490.1303,987.55
4802,POL_ins,INS,1000,7916,0.050448459,0,USD,POL,POL,5266.251745,399.35
4803,POL_rsa,RSA,1000,30891,0.028599592,0,USD,POL,POL,19158.35084,883.47
4804,POL_obs,OBS,1000,62877,0.1179708,0,USD,POL,POL,10328.52627,7417.65
4805,POL_ros,ROS,1000,20936,0.089653229,0,USD,POL,POL,13601.72159,1876.98
4806,POL_osg,OSG,1000,36612,0.005486179,0,USD,POL,POL,34793.41359,200.86
4807,POL_edu,EDU,1000,23794,0.023741279,0,USD,POL,POL,18336.33808,564.9
4808,POL_hht,HHT,1000,42518,0.012675102,0,USD,POL,POL,39953.92159,538.92
4809,POL_dwe,DWE,1000,20473,0,0,USD,POL,POL,20431.32161,0
4810,PRT_pdr,PDR,1000,57.252,0.298330189,0,USD,PRT,PRT,0.287724776,17.08
4811,PRT_wht,WHT,1000,60.081,0.063747275,0,USD,PRT,PRT,23.71799403,3.83
4812,PRT_gro,GRO,1000,233.21,0.097079885,0,USD,PRT,PRT,23.29243676,22.64
4813,PRT_v_f,V_F,1000,2161,0.272429431,0,USD,PRT,PRT,1301.693256,588.72
4814,PRT_osd,OSD,1000,150.79,0.131242125,0,USD,PRT,PRT,16.56740843,19.79
4815,PRT_c_b,C_B,1000,2.3649,0.12262675,0,USD,PRT,PRT,1.210974327,0.29
4816,PRT_pfb,PFB,1000,5.7632,0.461549139,0,USD,PRT,PRT,2.790233569,2.66
4817,PRT_ocr,OCR,1000,1067.6,0.075402773,0,USD,PRT,PRT,204.4657395,80.5
4818,PRT_ctl,CTL,1000,704.52,0.051637995,0,USD,PRT,PRT,39.79869954,36.38
4819,PRT_oap,OAP,1000,1735.5,0.070302506,0,USD,PRT,PRT,189.4355055,122.01
4820,PRT_rmk,RMK,1000,1026.8,0.001753019,0,USD,PRT,PRT,166.7561946,1.8
4821,PRT_wol,WOL,1000,34.792,0.943607726,0,USD,PRT,PRT,7.319469022,32.83
4822,PRT_frs,FRS,1000,1371.7,0.067084639,0,USD,PRT,PRT,119.2076769,92.02
4823,PRT_fsh,FSH,1000,676,0.269038462,0,USD,PRT,PRT,439.2981619,181.87
4824,PRT_coa,COA,1000,1.0255,0.009751341,0,USD,PRT,PRT,0.002678139,0.01
4825,PRT_oil,OIL,1000,31.996,0.001562695,0,USD,PRT,PRT,0.001671909,0.05
4826,PRT_gas,GAS,1000,1.3681,0.562824355,0,USD,PRT,PRT,0.182148756,0.77
4827,PRT_oxt,OXT,1000,1756.3,0.445960257,0,USD,PRT,PRT,20.15051218,783.24
4828,PRT_cmt,CMT,1000,1308.6,0.08536604,0,USD,PRT,PRT,1045.654985,111.71
4829,PRT_omt,OMT,1000,1964,0.199419552,0,USD,PRT,PRT,1541.11377,391.66
4830,PRT_vol,VOL,1000,1510.8,0.468533227,0,USD,PRT,PRT,606.6564811,707.86
4831,PRT_mil,MIL,1000,2545.8,0.17026475,0,USD,PRT,PRT,1512.984035,433.46
4832,PRT_pcr,PCR,1000,169.08,0.140584339,0,USD,PRT,PRT,121.9477165,23.77
4833,PRT_sgr,SGR,1000,368.88,0.364075038,0,USD,PRT,PRT,128.0454525,134.3
4834,PRT_ofd,OFD,1000,9240.5,0.240036795,0,USD,PRT,PRT,4591.19179,2218.06
4835,PRT_b_t,B_T,1000,5877.6,0.390441677,0,USD,PRT,PRT,3607.680697,2294.86
4836,PRT_tex,TEX,1000,7002.8,0.328484321,0,USD,PRT,PRT,1313.587816,2300.31
4837,PRT_wap,WAP,1000,5962.1,0.662540045,0,USD,PRT,PRT,4472.109432,3950.13
4838,PRT_lea,LEA,1000,4586.3,0.627658461,0,USD,PRT,PRT,2511.017481,2878.63
4839,PRT_lum,LUM,1000,3803.5,0.48717497,0,USD,PRT,PRT,355.6713873,1852.97
4840,PRT_ppp,PPP,1000,7525.4,0.399637229,0,USD,PRT,PRT,734.8841609,3007.43
4841,PRT_p_c,P_C,1000,11975,0.231711065,0,USD,PRT,PRT,1494.472225,2774.74
4842,PRT_chm,CHM,1000,7986.5,0.409052777,0,USD,PRT,PRT,1173.014368,3266.9
4843,PRT_bph,BPH,1000,2060.8,0.581351902,0,USD,PRT,PRT,526.4786376,1198.05
4844,PRT_rpp,RPP,1000,6569.3,0.470914709,0,USD,PRT,PRT,844.2516908,3093.58
4845,PRT_nmm,NMM,1000,6093.6,0.369861822,0,USD,PRT,PRT,428.783629,2253.79
4846,PRT_i_s,I_S,1000,4262.8,0.386161678,0,USD,PRT,PRT,108.9909803,1646.13
4847,PRT_nfm,NFM,1000,2138,0.54565014,0,USD,PRT,PRT,47.41735094,1166.6
4848,PRT_fmp,FMP,1000,7937.4,0.313156701,0,USD,PRT,PRT,873.618518,2485.65
4849,PRT_ele,ELE,1000,5258.5,0.462479795,0,USD,PRT,PRT,1566.472187,2431.95
4850,PRT_eeq,EEQ,1000,5835.9,0.572042016,0,USD,PRT,PRT,1611.601393,3338.38
4851,PRT_ome,OME,1000,7098.5,0.408067902,0,USD,PRT,PRT,2946.440757,2896.67
4852,PRT_mvh,MVH,1000,10477,0.608854634,0,USD,PRT,PRT,4414.725975,6378.97
4853,PRT_otn,OTN,1000,1130.2,0.63497611,0,USD,PRT,PRT,592.4638193,717.65
4854,PRT_omf,OMF,1000,6296,0.363249682,0,USD,PRT,PRT,2916.93198,2287.02
4855,PRT_ely,ELY,1000,8690.4,0.091144251,0,USD,PRT,PRT,1894.080163,792.08
4856,PRT_gdt,GDT,1000,6.5644,0.013710316,0,USD,PRT,PRT,5.795299427,0.09
4857,PRT_wtr,WTR,1000,3840.3,0.01444158,0,USD,PRT,PRT,1013.720381,55.46
4858,PRT_cns,CNS,1000,31872,0.031732241,0,USD,PRT,PRT,17642.03865,1011.37
4859,PRT_trd,TRD,1000,43522,0.071536235,0,USD,PRT,PRT,26415.13178,3113.4
4860,PRT_afs,AFS,1000,19484,0.067801273,0,USD,PRT,PRT,17174.68346,1321.04
4861,PRT_otp,OTP,1000,13927,0.166768148,0,USD,PRT,PRT,5837.149971,2322.58
4862,PRT_wtp,WTP,1000,1626.5,0.314638795,0,USD,PRT,PRT,1124.698106,511.76
4863,PRT_atp,ATP,1000,6350.2,0.666649869,0,USD,PRT,PRT,3407.0366,4233.36
4864,PRT_whs,WHS,1000,5485.8,0.181995333,0,USD,PRT,PRT,801.9091383,998.39
4865,PRT_cmn,CMN,1000,28017,0.07523575,0,USD,PRT,PRT,13937.23411,2107.88
4866,PRT_ofi,OFI,1000,15785,0.0417656,0,USD,PRT,PRT,4231.944313,659.27
4867,PRT_ins,INS,1000,5234.2,0.103989148,0,USD,PRT,PRT,3696.235505,544.3
4868,PRT_rsa,RSA,1000,19356,0.046580389,0,USD,PRT,PRT,11945.34383,901.61
4869,PRT_obs,OBS,1000,33151,0.113707882,0,USD,PRT,PRT,5965.34982,3769.53
4870,PRT_ros,ROS,1000,10993,0.164972255,0,USD,PRT,PRT,6835.437337,1813.54
4871,PRT_osg,OSG,1000,17769,0.016171422,0,USD,PRT,PRT,17145.73754,287.35
4872,PRT_edu,EDU,1000,11902,0.068887582,0,USD,PRT,PRT,9987.299337,819.9
4873,PRT_hht,HHT,1000,22401,0.032035623,0,USD,PRT,PRT,21084.08164,717.63
4874,PRT_dwe,DWE,1000,391.13,0,0,USD,PRT,PRT,371.7889173,0
4875,ROU_pdr,PDR,1000,16.045,0.120909941,0,USD,ROU,ROU,0.037288568,1.94
4876,ROU_wht,WHT,1000,1712.3,0.804940723,0,USD,ROU,ROU,441.7332716,1378.3
4877,ROU_gro,GRO,1000,3358.9,0.357515853,0,USD,ROU,ROU,937.2011207,1200.86
4878,ROU_v_f,V_F,1000,5619.2,0.030123505,0,USD,ROU,ROU,2290.483074,169.27
4879,ROU_osd,OSD,1000,1350.4,0.714343898,0,USD,ROU,ROU,34.06653526,964.65
4880,ROU_c_b,C_B,1000,73.899,0.00027064,0,USD,ROU,ROU,4.476250838,0.02
4881,ROU_pfb,PFB,1000,3.4138,0.486261644,0,USD,ROU,ROU,1.990839085,1.66
4882,ROU_ocr,OCR,1000,2162.1,0.009430646,0,USD,ROU,ROU,378.0820578,20.39
4883,ROU_ctl,CTL,1000,725.65,0.492868463,0,USD,ROU,ROU,177.6941061,357.65
4884,ROU_oap,OAP,1000,3026.5,0.049846357,0,USD,ROU,ROU,246.5932065,150.86
4885,ROU_rmk,RMK,1000,1489.1,0.001934054,0,USD,ROU,ROU,678.1289369,2.88
4886,ROU_wol,WOL,1000,251.56,0.993162665,0,USD,ROU,ROU,88.34200193,249.84
4887,ROU_frs,FRS,1000,1342.2,0.0590225,0,USD,ROU,ROU,752.4738589,79.22
4888,ROU_fsh,FSH,1000,67.817,0.11973399,0,USD,ROU,ROU,21.91392302,8.12
4889,ROU_coa,COA,1000,621.97,0.002877952,0,USD,ROU,ROU,10.35463591,1.79
4890,ROU_oil,OIL,1000,2150.1,0.006018325,0,USD,ROU,ROU,0.030538606,12.94
4891,ROU_gas,GAS,1000,910.12,5.49E-05,0,USD,ROU,ROU,14.80746342,0.05
4892,ROU_oxt,OXT,1000,2236.8,0.067082439,0,USD,ROU,ROU,390.7848298,150.05
4893,ROU_cmt,CMT,1000,1159.3,0.061192099,0,USD,ROU,ROU,1075.268036,70.94
4894,ROU_omt,OMT,1000,5433.6,0.057300869,0,USD,ROU,ROU,5250.950581,311.35
4895,ROU_vol,VOL,1000,1744.3,0.272114888,0,USD,ROU,ROU,1459.653261,474.65
4896,ROU_mil,MIL,1000,2380.8,0.055393145,0,USD,ROU,ROU,1932.98249,131.88
4897,ROU_pcr,PCR,1000,37.437,0.320538505,0,USD,ROU,ROU,29.12116509,12
4898,ROU_sgr,SGR,1000,647.21,0.138424932,0,USD,ROU,ROU,563.552089,89.59
4899,ROU_ofd,OFD,1000,8208.7,0.069716277,0,USD,ROU,ROU,6553.677979,572.28
4900,ROU_b_t,B_T,1000,7661.4,0.142475266,0,USD,ROU,ROU,5831.300056,1091.56
4901,ROU_tex,TEX,1000,3148.2,0.385280478,0,USD,ROU,ROU,390.3819963,1212.94
4902,ROU_wap,WAP,1000,4916,0.784334825,0,USD,ROU,ROU,3163.5647,3855.79
4903,ROU_lea,LEA,1000,2803.9,0.814276543,0,USD,ROU,ROU,1193.653557,2283.15
4904,ROU_lum,LUM,1000,4335,0.528918108,0,USD,ROU,ROU,296.7020738,2292.86
4905,ROU_ppp,PPP,1000,2878,0.146681723,0,USD,ROU,ROU,309.4519327,422.15
4906,ROU_p_c,P_C,1000,10436,0.2761422,0,USD,ROU,ROU,2173.402595,2881.82
4907,ROU_chm,CHM,1000,4039.6,0.519754431,0,USD,ROU,ROU,638.8682787,2099.6
4908,ROU_bph,BPH,1000,1292.4,0.843415351,0,USD,ROU,ROU,392.6980459,1090.03
4909,ROU_rpp,RPP,1000,5417.5,0.586534379,0,USD,ROU,ROU,548.0067632,3177.55
4910,ROU_nmm,NMM,1000,4250.4,0.095023998,0,USD,ROU,ROU,157.2698035,403.89
4911,ROU_i_s,I_S,1000,5674.9,0.526793424,0,USD,ROU,ROU,46.85850467,2989.5
4912,ROU_nfm,NFM,1000,2724.4,0.581537219,0,USD,ROU,ROU,57.70579012,1584.34
4913,ROU_fmp,FMP,1000,5337.5,0.283951288,0,USD,ROU,ROU,822.2482352,1515.59
4914,ROU_ele,ELE,1000,4820.5,0.790220931,0,USD,ROU,ROU,1938.96664,3809.26
4915,ROU_eeq,EEQ,1000,10445,0.845661082,0,USD,ROU,ROU,2926.891898,8832.93
4916,ROU_ome,OME,1000,8143.8,0.649799848,0,USD,ROU,ROU,4550.084537,5291.84
4917,ROU_mvh,MVH,1000,13615,0.737515975,0,USD,ROU,ROU,6822.891054,10041.28
4918,ROU_otn,OTN,1000,2925,0.605223932,0,USD,ROU,ROU,1487.358915,1770.28
4919,ROU_omf,OMF,1000,7985.2,0.32910259,0,USD,ROU,ROU,3316.339739,2627.95
4920,ROU_ely,ELY,1000,14373,0.102123426,0,USD,ROU,ROU,4557.583174,1467.82
4921,ROU_gdt,GDT,1000,2666.6,9.00E-05,0,USD,ROU,ROU,902.5451079,0.24
4922,ROU_wtr,WTR,1000,2434.2,0.010204585,0,USD,ROU,ROU,1356.899658,24.84
4923,ROU_cns,CNS,1000,43415,0.00934032,0,USD,ROU,ROU,29416.66323,405.51
4924,ROU_trd,TRD,1000,31447,0.012363023,0,USD,ROU,ROU,11009.98581,388.78
4925,ROU_afs,AFS,1000,8693.2,0.018277504,0,USD,ROU,ROU,6658.88543,158.89
4926,ROU_otp,OTP,1000,19713,0.046571805,0,USD,ROU,ROU,10110.92853,918.07
4927,ROU_wtp,WTP,1000,764.5,0.504329627,0,USD,ROU,ROU,440.2798312,385.56
4928,ROU_atp,ATP,1000,1389.8,0.448006907,0,USD,ROU,ROU,588.4749868,622.64
4929,ROU_whs,WHS,1000,4984.1,0.059908509,0,USD,ROU,ROU,1660.460987,298.59
4930,ROU_cmn,CMN,1000,13688,0.150526739,0,USD,ROU,ROU,6143.145513,2060.41
4931,ROU_ofi,OFI,1000,6227,0.08659226,0,USD,ROU,ROU,839.3061755,539.21
4932,ROU_ins,INS,1000,1060.3,0.123587664,0,USD,ROU,ROU,594.9426315,131.04
4933,ROU_rsa,RSA,1000,7507.4,0.019122466,0,USD,ROU,ROU,3470.40343,143.56
4934,ROU_obs,OBS,1000,20423,0.185872301,0,USD,ROU,ROU,3446.628171,3796.07
4935,ROU_ros,ROS,1000,5416.5,0.082025293,0,USD,ROU,ROU,4032.692664,444.29
4936,ROU_osg,OSG,1000,9504.9,0.005003735,0,USD,ROU,ROU,9051.372925,47.56
4937,ROU_edu,EDU,1000,6252.7,0.022922897,0,USD,ROU,ROU,5218.630336,143.33
4938,ROU_hht,HHT,1000,11220,0.008573084,0,USD,ROU,ROU,10842.11437,96.19
4939,ROU_dwe,DWE,1000,16775,0,0,USD,ROU,ROU,16760.00638,0
4940,SVK_pdr,PDR,1000,0.38651,0.517451036,0,USD,SVK,SVK,0.003673732,0.2
4941,SVK_wht,WHT,1000,374.8,0.541542156,0,USD,SVK,SVK,153.5456131,202.97
4942,SVK_gro,GRO,1000,449.95,0.386931881,0,USD,SVK,SVK,121.0271989,174.1
4943,SVK_v_f,V_F,1000,264.01,0.386386879,0,USD,SVK,SVK,199.2962552,102.01
4944,SVK_osd,OSD,1000,349.33,0.610797813,0,USD,SVK,SVK,15.4232741,213.37
