,sector,type,usd_per_ton,output,share_exporting_firms,cutoff,supply_data,country,country_ISO,final_demand,export
2551,VEN_gas,GAS,1000,1354.4,0.003285588,0,USD,VEN,VEN,0.569636508,4.45
2552,VEN_oxt,OXT,1000,5255.9,0.081957419,0,USD,VEN,VEN,3.403640688,430.76
2553,VEN_cmt,CMT,1000,8270.9,0.000484832,0,USD,VEN,VEN,5875.998222,4.01
2554,VEN_omt,OMT,1000,8829.3,0.000494943,0,USD,VEN,VEN,6053.239393,4.37
2555,VEN_vol,VOL,1000,3266.1,0.000887909,0,USD,VEN,VEN,1406.394632,2.9
2556,VEN_mil,MIL,1000,5643.7,0.000781402,0,USD,VEN,VEN,5038.257305,4.41
2557,VEN_pcr,PCR,1000,741.37,0.001564671,0,USD,VEN,VEN,502.2495624,1.16
2558,VEN_sgr,SGR,1000,2476,0.001672052,0,USD,VEN,VEN,713.7286824,4.14
2559,VEN_ofd,OFD,1000,21938,0.005736166,0,USD,VEN,VEN,11816.63921,125.84
2560,VEN_b_t,B_T,1000,14612,0.002590337,0,USD,VEN,VEN,8085.525914,37.85
2561,VEN_tex,TEX,1000,2893.3,0.003221235,0,USD,VEN,VEN,718.1511862,9.32
2562,VEN_wap,WAP,1000,2977.3,0.005206059,0,USD,VEN,VEN,2783.744257,15.5
2563,VEN_lea,LEA,1000,2348.1,0.025484434,0,USD,VEN,VEN,1855.577761,59.84
2564,VEN_lum,LUM,1000,3115.8,0.018422235,0,USD,VEN,VEN,582.9188453,57.4
2565,VEN_ppp,PPP,1000,7783.6,0.001157562,0,USD,VEN,VEN,1490.141033,9.01
2566,VEN_p_c,P_C,1000,20258,0.467984006,0,USD,VEN,VEN,3978.631088,9480.42
2567,VEN_chm,CHM,1000,18416,0.076148458,0,USD,VEN,VEN,4676.357099,1402.35
2568,VEN_bph,BPH,1000,2674.8,0.009447435,0,USD,VEN,VEN,1438.923351,25.27
2569,VEN_rpp,RPP,1000,14752,0.001982104,0,USD,VEN,VEN,2808.023459,29.24
2570,VEN_nmm,NMM,1000,8116,0.004004436,0,USD,VEN,VEN,143.3002184,32.5
2571,VEN_i_s,I_S,1000,12774,0.027355566,0,USD,VEN,VEN,5.829896337,349.44
2572,VEN_nfm,NFM,1000,4171.2,0.232753165,0,USD,VEN,VEN,16.90105206,970.86
2573,VEN_fmp,FMP,1000,7735.1,0.001630231,0,USD,VEN,VEN,2244.147778,12.61
2574,VEN_ele,ELE,1000,1540.2,0.028295027,0,USD,VEN,VEN,512.8050798,43.58
2575,VEN_eeq,EEQ,1000,2361.5,0.022621215,0,USD,VEN,VEN,764.7101086,53.42
2576,VEN_ome,OME,1000,4561.7,0.009926124,0,USD,VEN,VEN,2352.748063,45.28
2577,VEN_mvh,MVH,1000,19297,0.002158367,0,USD,VEN,VEN,15931.63662,41.65
2578,VEN_otn,OTN,1000,9185.7,0.010507637,0,USD,VEN,VEN,628.324938,96.52
2579,VEN_omf,OMF,1000,3319.9,0.005924877,0,USD,VEN,VEN,1058.520109,19.67
2580,VEN_ely,ELY,1000,2126.1,0.000169324,0,USD,VEN,VEN,616.9611286,0.36
2581,VEN_gdt,GDT,1000,1002.2,0.013779685,0,USD,VEN,VEN,53.44584191,13.81
2582,VEN_wtr,WTR,1000,3482.8,0.001151372,0,USD,VEN,VEN,1940.287407,4.01
2583,VEN_cns,CNS,1000,82224,0.000296385,0,USD,VEN,VEN,71166.51061,24.37
2584,VEN_trd,TRD,1000,76697,0.00211286,0,USD,VEN,VEN,50727.67666,162.05
2585,VEN_afs,AFS,1000,30387,0.002856814,0,USD,VEN,VEN,26954.65445,86.81
2586,VEN_otp,OTP,1000,26213,0.012906573,0,USD,VEN,VEN,14327.88934,338.32
2587,VEN_wtp,WTP,1000,1703,0.111614797,0,USD,VEN,VEN,834.6900982,190.08
2588,VEN_atp,ATP,1000,3211.9,0.061153834,0,USD,VEN,VEN,2216.606821,196.42
2589,VEN_whs,WHS,1000,6171.3,0.017827686,0,USD,VEN,VEN,2591.060217,110.02
2590,VEN_cmn,CMN,1000,49538,0.005498607,0,USD,VEN,VEN,31876.37647,272.39
2591,VEN_ofi,OFI,1000,22123,0.003373412,0,USD,VEN,VEN,9363.961183,74.63
2592,VEN_ins,INS,1000,11367,0.004313363,0,USD,VEN,VEN,5632.851053,49.03
2593,VEN_rsa,RSA,1000,16433,0.001243839,0,USD,VEN,VEN,6302.011895,20.44
2594,VEN_obs,OBS,1000,41680,0.006521353,0,USD,VEN,VEN,3391.635812,271.81
2595,VEN_ros,ROS,1000,22719,0.006504248,0,USD,VEN,VEN,16565.97919,147.77
2596,VEN_osg,OSG,1000,36524,0.001348702,0,USD,VEN,VEN,36113.91166,49.26
2597,VEN_edu,EDU,1000,21826,0.007688078,0,USD,VEN,VEN,20987.52091,167.8
2598,VEN_hht,HHT,1000,44349,0.001220997,0,USD,VEN,VEN,43672.9447,54.15
2599,VEN_dwe,DWE,1000,28463,0,0,USD,VEN,VEN,28462.99058,0
2600,XSM_pdr,PDR,1000,184.93,0.466825285,0,USD,XSM,XSM,0.19774388,86.33
2601,XSM_wht,WHT,1000,10.419,0.888760918,0,USD,XSM,XSM,2.671499445,9.26
2602,XSM_gro,GRO,1000,79.224,0.081162274,0,USD,XSM,XSM,51.06493866,6.43
2603,XSM_v_f,V_F,1000,229.98,0.348508566,0,USD,XSM,XSM,182.2103295,80.15
2604,XSM_osd,OSD,1000,19.948,0.164427512,0,USD,XSM,XSM,2.886375553,3.28
2605,XSM_c_b,C_B,1000,110.06,0.002271488,0,USD,XSM,XSM,13.16254996,0.25
2606,XSM_pfb,PFB,1000,1.8519,0.691182029,0,USD,XSM,XSM,0.490856215,1.28
2607,XSM_ocr,OCR,1000,28.151,0.069624525,0,USD,XSM,XSM,1.837701628,1.96
2608,XSM_ctl,CTL,1000,62.471,0.032014855,0,USD,XSM,XSM,1.319754777,2
2609,XSM_oap,OAP,1000,153.79,0.03082125,0,USD,XSM,XSM,29.93609807,4.74
2610,XSM_rmk,RMK,1000,60.274,0.001161363,0,USD,XSM,XSM,12.14826081,0.07
2611,XSM_wol,WOL,1000,11.019,0.880297668,0,USD,XSM,XSM,1.922675533,9.7
2612,XSM_frs,FRS,1000,161.68,0.644235527,0,USD,XSM,XSM,27.62452514,104.16
2613,XSM_fsh,FSH,1000,52.794,0.539265826,0,USD,XSM,XSM,17.36335037,28.47
2614,XSM_coa,COA,1000,0.078849,0.25364938,0,USD,XSM,XSM,0.000877461,0.02
2615,XSM_oil,OIL,1000,676.11,0.008608067,0,USD,XSM,XSM,0.006190908,5.82
2616,XSM_gas,GAS,1000,1.7995,0.20561267,0,USD,XSM,XSM,0.065675422,0.37
2617,XSM_oxt,OXT,1000,334.79,0.462230055,0,USD,XSM,XSM,4.454851033,154.75
2618,XSM_cmt,CMT,1000,111.05,0.061413778,0,USD,XSM,XSM,92.89648514,6.82
2619,XSM_omt,OMT,1000,206.84,0.036066525,0,USD,XSM,XSM,154.3383944,7.46
2620,XSM_vol,VOL,1000,88.272,0.062987131,0,USD,XSM,XSM,52.66468201,5.56
2621,XSM_mil,MIL,1000,138.71,0.12219739,0,USD,XSM,XSM,115.0211391,16.95
2622,XSM_pcr,PCR,1000,229.39,0.832512315,0,USD,XSM,XSM,122.6962274,190.97
2623,XSM_sgr,SGR,1000,203.06,0.49162809,0,USD,XSM,XSM,77.26670268,99.83
2624,XSM_ofd,OFD,1000,1018.2,0.361314084,0,USD,XSM,XSM,675.4953586,367.89
2625,XSM_b_t,B_T,1000,332.47,0.234427166,0,USD,XSM,XSM,256.6831862,77.94
2626,XSM_tex,TEX,1000,41.355,0.242775964,0,USD,XSM,XSM,16.72316484,10.04
2627,XSM_wap,WAP,1000,111.45,0.228532974,0,USD,XSM,XSM,90.56815291,25.47
2628,XSM_lea,LEA,1000,60.251,0.27202868,0,USD,XSM,XSM,47.98755701,16.39
2629,XSM_lum,LUM,1000,124.08,0.377176015,0,USD,XSM,XSM,11.66722424,46.8
2630,XSM_ppp,PPP,1000,134.82,0.157320872,0,USD,XSM,XSM,26.16938537,21.21
2631,XSM_p_c,P_C,1000,824.02,0.541236863,0,USD,XSM,XSM,148.3423094,445.99
2632,XSM_chm,CHM,1000,359.51,0.383800172,0,USD,XSM,XSM,95.35991315,137.98
2633,XSM_bph,BPH,1000,104.56,0.657230298,0,USD,XSM,XSM,44.9616556,68.72
2634,XSM_rpp,RPP,1000,173.4,0.203229527,0,USD,XSM,XSM,33.63119462,35.24
2635,XSM_nmm,NMM,1000,244.26,0.047285679,0,USD,XSM,XSM,6.45393291,11.55
2636,XSM_i_s,I_S,1000,125.33,0.418016437,0,USD,XSM,XSM,2.705656562,52.39
2637,XSM_nfm,NFM,1000,2403.6,0.9460892,0,USD,XSM,XSM,168.2093497,2274.02
2638,XSM_fmp,FMP,1000,153.07,0.148755471,0,USD,XSM,XSM,58.55325601,22.77
2639,XSM_ele,ELE,1000,166.27,0.38281109,0,USD,XSM,XSM,78.61122197,63.65
2640,XSM_eeq,EEQ,1000,78.694,0.652019214,0,USD,XSM,XSM,31.35331386,51.31
2641,XSM_ome,OME,1000,146.08,0.541415663,0,USD,XSM,XSM,87.2173567,79.09
2642,XSM_mvh,MVH,1000,168.68,0.591119279,0,USD,XSM,XSM,112.2220145,99.71
2643,XSM_otn,OTN,1000,166.79,0.892319683,0,USD,XSM,XSM,98.10252678,148.83
2644,XSM_omf,OMF,1000,324.7,0.132922698,0,USD,XSM,XSM,133.0061781,43.16
2645,XSM_ely,ELY,1000,460.86,0.000173589,0,USD,XSM,XSM,159.3181248,0.08
2646,XSM_gdt,GDT,1000,0.28004,0.035709184,0,USD,XSM,XSM,0.002039336,0.01
2647,XSM_wtr,WTR,1000,200.28,0.008637907,0,USD,XSM,XSM,75.74114061,1.73
2648,XSM_cns,CNS,1000,2486.2,0.005261041,0,USD,XSM,XSM,1993.52207,13.08
2649,XSM_trd,TRD,1000,2376.1,0.015146669,0,USD,XSM,XSM,907.4077108,35.99
2650,XSM_afs,AFS,1000,457.8,0.029008301,0,USD,XSM,XSM,367.7999333,13.28
2651,XSM_otp,OTP,1000,650.25,0.137408689,0,USD,XSM,XSM,320.2669488,89.35
2652,XSM_wtp,WTP,1000,83.181,0.213149638,0,USD,XSM,XSM,53.71860102,17.73
2653,XSM_atp,ATP,1000,93.291,0.392427994,0,USD,XSM,XSM,56.49045994,36.61
2654,XSM_whs,WHS,1000,167.2,0.138397129,0,USD,XSM,XSM,56.16763666,23.14
2655,XSM_cmn,CMN,1000,709.68,0.082191974,0,USD,XSM,XSM,327.3583356,58.33
2656,XSM_ofi,OFI,1000,867.15,0.015925734,0,USD,XSM,XSM,278.4806166,13.81
2657,XSM_ins,INS,1000,230.39,0.087286775,0,USD,XSM,XSM,117.2995899,20.11
2658,XSM_rsa,RSA,1000,414.51,0.023039251,0,USD,XSM,XSM,208.385143,9.55
2659,XSM_obs,OBS,1000,1027.4,0.165602492,0,USD,XSM,XSM,94.69537858,170.14
2660,XSM_ros,ROS,1000,393.66,0.067545598,0,USD,XSM,XSM,209.9429023,26.59
2661,XSM_osg,OSG,1000,803.69,0.013326034,0,USD,XSM,XSM,785.5581344,10.71
2662,XSM_edu,EDU,1000,484.63,0.067618596,0,USD,XSM,XSM,443.6022756,32.77
2663,XSM_hht,HHT,1000,974.82,0.010719928,0,USD,XSM,XSM,926.9819443,10.45
2664,XSM_dwe,DWE,1000,765.82,0,0,USD,XSM,XSM,749.1442339,0
2665,CRI_pdr,PDR,1000,139.24,0.004309107,0,USD,CRI,CRI,0.0014474,0.6
2666,CRI_wht,WHT,1000,2.1074,0.028471102,0,USD,CRI,CRI,0.733462787,0.06
2667,CRI_gro,GRO,1000,6.9809,0.01145984,0,USD,CRI,CRI,0.840475967,0.08
2668,CRI_v_f,V_F,1000,3276.9,0.911193506,0,USD,CRI,CRI,1825.689397,2985.89
2669,CRI_osd,OSD,1000,133.09,0.095198738,0,USD,CRI,CRI,14.20330112,12.67
2670,CRI_c_b,C_B,1000,261.56,0.000114696,0,USD,CRI,CRI,71.26407534,0.03
2671,CRI_pfb,PFB,1000,2.1271,0.846222557,0,USD,CRI,CRI,0.992078689,1.8
2672,CRI_ocr,OCR,1000,461.7,0.969244098,0,USD,CRI,CRI,138.8431362,447.5
2673,CRI_ctl,CTL,1000,302.9,0.002079894,0,USD,CRI,CRI,4.373980884,0.63
2674,CRI_oap,OAP,1000,552.93,0.096214711,0,USD,CRI,CRI,98.40949442,53.2
2675,CRI_rmk,RMK,1000,511.99,0.002812555,0,USD,CRI,CRI,79.42900836,1.44
2676,CRI_wol,WOL,1000,0.1979,0.606366852,0,USD,CRI,CRI,0.084727834,0.12
2677,CRI_frs,FRS,1000,153.03,0.467947461,0,USD,CRI,CRI,45.99013327,71.61
2678,CRI_fsh,FSH,1000,129.55,0.197761482,0,USD,CRI,CRI,22.68668124,25.62
2679,CRI_coa,COA,1000,0.013209,0,0,USD,CRI,CRI,0.000145185,0
2680,CRI_oil,OIL,1000,0.086362,0.115791668,0,USD,CRI,CRI,6.70E-05,0.01
2681,CRI_gas,GAS,1000,0.016029,0,0,USD,CRI,CRI,0.00424588,0
2682,CRI_oxt,OXT,1000,166.22,0.012754181,0,USD,CRI,CRI,6.03339082,2.12
2683,CRI_cmt,CMT,1000,431.75,0.189785756,0,USD,CRI,CRI,357.5473194,81.94
2684,CRI_omt,OMT,1000,1115.8,0.038456713,0,USD,CRI,CRI,876.6057003,42.91
2685,CRI_vol,VOL,1000,476.2,0.375745485,0,USD,CRI,CRI,323.9842082,178.93
2686,CRI_mil,MIL,1000,823.58,0.191274679,0,USD,CRI,CRI,711.5078736,157.53
2687,CRI_pcr,PCR,1000,347.69,0.022117403,0,USD,CRI,CRI,329.8651079,7.69
2688,CRI_sgr,SGR,1000,357.86,0.207008327,0,USD,CRI,CRI,197.9116507,74.08
2689,CRI_ofd,OFD,1000,3372.1,0.348901278,0,USD,CRI,CRI,2124.386054,1176.53
2690,CRI_b_t,B_T,1000,1066.9,0.093532665,0,USD,CRI,CRI,773.276454,99.79
2691,CRI_tex,TEX,1000,98.63,0.51728683,0,USD,CRI,CRI,38.81805026,51.02
2692,CRI_wap,WAP,1000,222.95,0.539044629,0,USD,CRI,CRI,189.895965,120.18
2693,CRI_lea,LEA,1000,25.88,0.40301391,0,USD,CRI,CRI,21.39656636,10.43
2694,CRI_lum,LUM,1000,132.87,0.070294273,0,USD,CRI,CRI,10.09989832,9.34
2695,CRI_ppp,PPP,1000,826.32,0.285397909,0,USD,CRI,CRI,139.0885747,235.83
2696,CRI_p_c,P_C,1000,66.888,0.010913766,0,USD,CRI,CRI,23.55310475,0.73
2697,CRI_chm,CHM,1000,1061,0.380169651,0,USD,CRI,CRI,359.5096077,403.36
2698,CRI_bph,BPH,1000,364.96,0.675087681,0,USD,CRI,CRI,211.6517053,246.38
2699,CRI_rpp,RPP,1000,1091.4,0.596573209,0,USD,CRI,CRI,199.4725005,651.1
2700,CRI_nmm,NMM,1000,175.9,0.835588403,0,USD,CRI,CRI,18.74888609,146.98
2701,CRI_i_s,I_S,1000,205.84,0.834871745,0,USD,CRI,CRI,12.30051856,171.85
2702,CRI_nfm,NFM,1000,266.49,0.82697287,0,USD,CRI,CRI,8.249137492,220.38
2703,CRI_fmp,FMP,1000,419.41,0.212274385,0,USD,CRI,CRI,145.8162477,89.03
2704,CRI_ele,ELE,1000,1261,0.892085646,0,USD,CRI,CRI,252.750465,1124.92
2705,CRI_eeq,EEQ,1000,857.53,0.856798013,0,USD,CRI,CRI,449.3076464,734.73
2706,CRI_ome,OME,1000,2259.8,0.88648553,0,USD,CRI,CRI,1211.21492,2003.28
2707,CRI_mvh,MVH,1000,146.73,0.670892115,0,USD,CRI,CRI,99.35792237,98.44
2708,CRI_otn,OTN,1000,13.653,0.45045045,0,USD,CRI,CRI,8.046488716,6.15
2709,CRI_omf,OMF,1000,2920.2,0.607872748,0,USD,CRI,CRI,1337.688325,1775.11
2710,CRI_ely,ELY,1000,1629.4,0.048956671,0,USD,CRI,CRI,615.7061378,79.77
2711,CRI_gdt,GDT,1000,0.038151,0,0,USD,CRI,CRI,0.027441945,0
2712,CRI_wtr,WTR,1000,621.69,0.042802683,0,USD,CRI,CRI,375.6573177,26.61
2713,CRI_cns,CNS,1000,6455.1,0.001451565,0,USD,CRI,CRI,5201.288929,9.37
2714,CRI_trd,TRD,1000,7103.6,0.073282561,0,USD,CRI,CRI,3770.092948,520.57
2715,CRI_afs,AFS,1000,2536.5,0.087699586,0,USD,CRI,CRI,2164.38212,222.45
2716,CRI_otp,OTP,1000,3156.1,0.361547479,0,USD,CRI,CRI,1635.076488,1141.08
2717,CRI_wtp,WTP,1000,238.82,0.599112302,0,USD,CRI,CRI,105.7372366,143.08
2718,CRI_atp,ATP,1000,36.439,0.487115453,0,USD,CRI,CRI,18.4158713,17.75
2719,CRI_whs,WHS,1000,693.11,0.329875489,0,USD,CRI,CRI,255.8122384,228.64
2720,CRI_cmn,CMN,1000,3244.9,0.129091806,0,USD,CRI,CRI,1356.303614,418.89
2721,CRI_ofi,OFI,1000,3292.4,0.035308589,0,USD,CRI,CRI,1032.477371,116.25
2722,CRI_ins,INS,1000,741.3,0.059382166,0,USD,CRI,CRI,366.1853803,44.02
2723,CRI_rsa,RSA,1000,2250.7,0.06330475,0,USD,CRI,CRI,1287.835406,142.48
2724,CRI_obs,OBS,1000,5049.5,0.245693633,0,USD,CRI,CRI,619.6659554,1240.63
2725,CRI_ros,ROS,1000,2136.4,0.142005242,0,USD,CRI,CRI,1181.879037,303.38
2726,CRI_osg,OSG,1000,3600.4,0.015470503,0,USD,CRI,CRI,3516.816467,55.7
2727,CRI_edu,EDU,1000,2251.4,0.072545971,0,USD,CRI,CRI,2062.497089,163.33
2728,CRI_hht,HHT,1000,4391.7,0.034278298,0,USD,CRI,CRI,4260.563012,150.54
2729,CRI_dwe,DWE,1000,2785.5,0,0,USD,CRI,CRI,2778.198335,0
2730,GTM_pdr,PDR,1000,28.45,0,0,USD,GTM,GTM,0.00018227,0
2731,GTM_wht,WHT,1000,10.091,0.018828659,0,USD,GTM,GTM,0.025552621,0.19
2732,GTM_gro,GRO,1000,1700.4,0.009668313,0,USD,GTM,GTM,1255.542139,16.44
2733,GTM_v_f,V_F,1000,4328.2,0.322032254,0,USD,GTM,GTM,3575.766806,1393.82
2734,GTM_osd,OSD,1000,284.02,0.242658968,0,USD,GTM,GTM,43.04046803,68.92
2735,GTM_c_b,C_B,1000,776.79,2.57E-05,0,USD,GTM,GTM,1.536619296,0.02
2736,GTM_pfb,PFB,1000,11.352,0.009689922,0,USD,GTM,GTM,1.262878392,0.11
2737,GTM_ocr,OCR,1000,1322.4,0.840827284,0,USD,GTM,GTM,400.0841338,1111.91
2738,GTM_ctl,CTL,1000,877.34,0.000330545,0,USD,GTM,GTM,14.00855553,0.29
2739,GTM_oap,OAP,1000,1622.4,0.01464497,0,USD,GTM,GTM,546.4512703,23.76
2740,GTM_rmk,RMK,1000,338.74,0.004900514,0,USD,GTM,GTM,138.2741697,1.66
2741,GTM_wol,WOL,1000,0.081879,0.488525751,0,USD,GTM,GTM,0.010222216,0.04
2742,GTM_frs,FRS,1000,650.92,0.039282861,0,USD,GTM,GTM,310.5130494,25.57
2743,GTM_fsh,FSH,1000,202.5,0.039407407,0,USD,GTM,GTM,110.3498895,7.98
2744,GTM_coa,COA,1000,0.65491,0.580232398,0,USD,GTM,GTM,0.008493209,0.38
2745,GTM_oil,OIL,1000,330.29,0.880347573,0,USD,GTM,GTM,-0.003972788,290.77
2746,GTM_gas,GAS,1000,0.22404,0.53561864,0,USD,GTM,GTM,8.57E-05,0.12
2747,GTM_oxt,OXT,1000,754.19,0.614341214,0,USD,GTM,GTM,40.46265912,463.33
2748,GTM_cmt,CMT,1000,1255.9,0.014547337,0,USD,GTM,GTM,1065.356621,18.27
2749,GTM_omt,OMT,1000,1890.8,0.036259784,0,USD,GTM,GTM,1297.953978,68.56
2750,GTM_vol,VOL,1000,962.34,0.409377143,0,USD,GTM,GTM,511.9351627,393.96
2751,GTM_mil,MIL,1000,998.41,0.027403572,0,USD,GTM,GTM,889.2727645,27.36
2752,GTM_pcr,PCR,1000,201.21,0.011232046,0,USD,GTM,GTM,178.5375604,2.26
2753,GTM_sgr,SGR,1000,2089.6,0.430058384,0,USD,GTM,GTM,1075.675769,898.65
2754,GTM_ofd,OFD,1000,7132.4,0.121032191,0,USD,GTM,GTM,5133.561323,863.25
2755,GTM_b_t,B_T,1000,1667.1,0.18673145,0,USD,GTM,GTM,1364.21569,311.3
2756,GTM_tex,TEX,1000,1101.5,0.275596913,0,USD,GTM,GTM,391.5101974,303.57
2757,GTM_wap,WAP,1000,3151.1,0.500644219,0,USD,GTM,GTM,2595.269881,1577.58
2758,GTM_lea,LEA,1000,1007.6,0.094362842,0,USD,GTM,GTM,860.1424094,95.08
2759,GTM_lum,LUM,1000,609.32,0.102425655,0,USD,GTM,GTM,30.65931842,62.41
2760,GTM_ppp,PPP,1000,677,0.270369276,0,USD,GTM,GTM,125.4300719,183.04
2761,GTM_p_c,P_C,1000,130.58,0.048322867,0,USD,GTM,GTM,32.44336341,6.31
2762,GTM_chm,CHM,1000,2502.2,0.320270162,0,USD,GTM,GTM,1003.696051,801.38
2763,GTM_bph,BPH,1000,653.01,0.41702271,0,USD,GTM,GTM,408.971966,272.32
2764,GTM_rpp,RPP,1000,1393.9,0.342190975,0,USD,GTM,GTM,417.7252136,476.98
2765,GTM_nmm,NMM,1000,1380.1,0.083725817,0,USD,GTM,GTM,73.42778763,115.55
2766,GTM_i_s,I_S,1000,390.86,0.622115335,0,USD,GTM,GTM,46.57180909,243.16
2767,GTM_nfm,NFM,1000,650.81,0.777600221,0,USD,GTM,GTM,79.97939127,506.07
2768,GTM_fmp,FMP,1000,933.43,0.08020955,0,USD,GTM,GTM,399.6277034,74.87
2769,GTM_ele,ELE,1000,312.72,0.139773599,0,USD,GTM,GTM,224.4441781,43.71
2770,GTM_eeq,EEQ,1000,90.479,0.494147813,0,USD,GTM,GTM,68.53100971,44.71
2771,GTM_ome,OME,1000,241.78,0.349780792,0,USD,GTM,GTM,208.083054,84.57
2772,GTM_mvh,MVH,1000,594.68,0.053659111,0,USD,GTM,GTM,493.3973747,31.91
2773,GTM_otn,OTN,1000,129.62,0.075451319,0,USD,GTM,GTM,116.7952672,9.78
2774,GTM_omf,OMF,1000,1482.1,0.106571756,0,USD,GTM,GTM,1212.803219,157.95
2775,GTM_ely,ELY,1000,1817.8,0.071872593,0,USD,GTM,GTM,536.7827126,130.65
2776,GTM_gdt,GDT,1000,0.078169,1.023423608,0,USD,GTM,GTM,0.024844799,0.08
2777,GTM_wtr,WTR,1000,635.28,0.017582798,0,USD,GTM,GTM,241.5481944,11.17
2778,GTM_cns,CNS,1000,5421.7,0.000999686,0,USD,GTM,GTM,3889.013187,5.42
2779,GTM_trd,TRD,1000,11239,0.013032298,0,USD,GTM,GTM,2225.082994,146.47
2780,GTM_afs,AFS,1000,1948,0.046550308,0,USD,GTM,GTM,1453.273933,90.68
2781,GTM_otp,OTP,1000,755.13,0.037357806,0,USD,GTM,GTM,175.9066198,28.21
2782,GTM_wtp,WTP,1000,233.62,0.717190309,0,USD,GTM,GTM,53.33208704,167.55
2783,GTM_atp,ATP,1000,135.36,0.222000591,0,USD,GTM,GTM,23.34474809,30.05
2784,GTM_whs,WHS,1000,154.81,0.076480847,0,USD,GTM,GTM,8.345288891,11.84
2785,GTM_cmn,CMN,1000,3762.2,0.133618627,0,USD,GTM,GTM,1576.683915,502.7
2786,GTM_ofi,OFI,1000,1880.4,0.017384599,0,USD,GTM,GTM,129.6492834,32.69
2787,GTM_ins,INS,1000,604.7,0.096725649,0,USD,GTM,GTM,189.0687935,58.49
2788,GTM_rsa,RSA,1000,2056.3,0.032154841,0,USD,GTM,GTM,1060.546508,66.12
2789,GTM_obs,OBS,1000,3673,0.03370814,0,USD,GTM,GTM,317.612779,123.81
2790,GTM_ros,ROS,1000,2172.7,0.14636167,0,USD,GTM,GTM,1831.293676,318
2791,GTM_osg,OSG,1000,2846.1,0.03005165,0,USD,GTM,GTM,2757.003905,85.53
2792,GTM_edu,EDU,1000,2258.3,0.116149316,0,USD,GTM,GTM,2036.313922,262.3
2793,GTM_hht,HHT,1000,3942,0.037772704,0,USD,GTM,GTM,3747.384448,148.9
2794,GTM_dwe,DWE,1000,10376,0,0,USD,GTM,GTM,10375.99292,0
2795,HND_pdr,PDR,1000,23.871,0.001256755,0,USD,HND,HND,1.598108804,0.03
2796,HND_wht,WHT,1000,1.8059,0.01107481,0,USD,HND,HND,0.331101986,0.02
2797,HND_gro,GRO,1000,356.79,0.014490316,0,USD,HND,HND,275.66317,5.17
2798,HND_v_f,V_F,1000,487.02,0.921378999,0,USD,HND,HND,289.6390564,448.73
2799,HND_osd,OSD,1000,296.68,0.017459889,0,USD,HND,HND,90.5951268,5.18
2800,HND_c_b,C_B,1000,194.05,0,0,USD,HND,HND,18.52390893,0
2801,HND_pfb,PFB,1000,33.553,0.044705391,0,USD,HND,HND,27.30571667,1.5
2802,HND_ocr,OCR,1000,2046.7,0.413812479,0,USD,HND,HND,720.985613,846.95
2803,HND_ctl,CTL,1000,38.749,0.005677566,0,USD,HND,HND,8.110810585,0.22
2804,HND_oap,OAP,1000,451.81,0.021646267,0,USD,HND,HND,179.0933903,9.78
2805,HND_rmk,RMK,1000,521.97,0.000804644,0,USD,HND,HND,65.25560024,0.42
2806,HND_wol,WOL,1000,0.070838,0.42350151,0,USD,HND,HND,0.003894896,0.03
2807,HND_frs,FRS,1000,133.28,0.054021609,0,USD,HND,HND,64.06321804,7.2
2808,HND_fsh,FSH,1000,326.69,0.042272491,0,USD,HND,HND,45.9826214,13.81
2809,HND_coa,COA,1000,0.047699,0,0,USD,HND,HND,3.10E-06,0
2810,HND_oil,OIL,1000,0.0019634,0,0,USD,HND,HND,2.74E-07,0
2811,HND_gas,GAS,1000,0.057644,0,0,USD,HND,HND,0.002994811,0
2812,HND_oxt,OXT,1000,225.75,0.895813953,0,USD,HND,HND,0.838570166,202.23
2813,HND_cmt,CMT,1000,455.31,0.055105313,0,USD,HND,HND,378.250524,25.09
2814,HND_omt,OMT,1000,521.75,0.017441303,0,USD,HND,HND,419.0989212,9.1
2815,HND_vol,VOL,1000,614.03,0.464879566,0,USD,HND,HND,272.7863497,285.45
2816,HND_mil,MIL,1000,633.28,0.056531076,0,USD,HND,HND,576.3199996,35.8
2817,HND_pcr,PCR,1000,34.291,0.013414599,0,USD,HND,HND,14.50790064,0.46
2818,HND_sgr,SGR,1000,427.95,0.230143708,0,USD,HND,HND,221.2136559,98.49
2819,HND_ofd,OFD,1000,2255.5,0.293283086,0,USD,HND,HND,1362.409378,661.5
2820,HND_b_t,B_T,1000,1549.1,0.121573817,0,USD,HND,HND,1321.277186,188.33
2821,HND_tex,TEX,1000,610.3,0.356562346,0,USD,HND,HND,99.81729872,217.61
2822,HND_wap,WAP,1000,3905.7,0.82137645,0,USD,HND,HND,3518.008983,3208.05
2823,HND_lea,LEA,1000,175.61,0.101474859,0,USD,HND,HND,154.5219015,17.82
2824,HND_lum,LUM,1000,143.86,0.354789379,0,USD,HND,HND,21.36143965,51.04
2825,HND_ppp,PPP,1000,395.02,0.241557389,0,USD,HND,HND,36.04903456,95.42
2826,HND_p_c,P_C,1000,7.495,0.005336891,0,USD,HND,HND,1.301038921,0.04
2827,HND_chm,CHM,1000,926.27,0.228281171,0,USD,HND,HND,342.5480863,211.45
2828,HND_bph,BPH,1000,161.58,0.091533606,0,USD,HND,HND,97.30761109,14.79
