labels,sector,type,essential,usd_per_ton,output,final_demand,share_exporting_firms,cutoff,supply_data,country,country_ISO
PNG_Wholesale Trade,PNG_Wholesale Trade,trade,TRUE,1000,2079643.916,615942.0591,0.365856919,0,USD,Papua New Guinea,PNG
PNG_Retail Trade,PNG_Retail Trade,trade,TRUE,1000,1759368.267,1563074.978,0.03259103,0,USD,Papua New Guinea,PNG
PNG_Hotels and Restraurants,PNG_Hotels and Restraurants,service,TRUE,1000,1259351.215,849953.7072,0.209882944,0,USD,Papua New Guinea,PNG
PNG_Transport,PNG_Transport,construction,TRUE,1000,1650578.449,433862.9174,0.383211539,0,USD,Papua New Guinea,PNG
PNG_Post and Telecommunications,PNG_Post and Telecommunications,service,TRUE,1000,1332211.578,421182.4871,0.183547115,0,USD,Papua New Guinea,PNG
PNG_Finacial Intermediation and Business Activities,PNG_Finacial Intermediation and Business Activities,service,TRUE,1000,8470977.153,2437795.556,0.000986498,0,USD,Papua New Guinea,PNG
PNG_Public Administration,PNG_Public Administration,service,TRUE,1000,2281629.575,2214728.434,0.012449516,0,USD,Papua New Guinea,PNG
"PNG_Education, Health and Other Services","PNG_Education, Health and Other Services",service,TRUE,1000,3727887.219,2729236.644,0.144683966,0,USD,Papua New Guinea,PNG
PNG_Private Households,PNG_Private Households,service,TRUE,1000,59253.37978,30705.55188,0.459381128,0,USD,Papua New Guinea,PNG
PNG_Others,PNG_Others,service,TRUE,1000,123896.3967,33323.83047,0.059584424,0,USD,Papua New Guinea,PNG
PNG_Re-export & Re-import,PNG_Re-export & Re-import,imports,TRUE,1000,32448.21051,3934.016236,0.876619569,0,USD,Papua New Guinea,PNG
PRY_Agriculture,PRY_Agriculture,agriculture,TRUE,1000,7632555.97,1676715.548,0.186323407,0,USD,Paraguay,PRY
PRY_Fishing,PRY_Fishing,agriculture,TRUE,1000,19219.1903,9201.563829,0.117071426,0,USD,Paraguay,PRY
PRY_Mining and Quarrying,PRY_Mining and Quarrying,mining,TRUE,1000,99391.86615,38259.91118,0.103596312,0,USD,Paraguay,PRY
PRY_Food & Beverages,PRY_Food & Beverages,agriculture,TRUE,1000,8585542.034,4910278.119,0.085843562,0,USD,Paraguay,PRY
PRY_Textiles and Wearing Apparel,PRY_Textiles and Wearing Apparel,manufacturing,TRUE,1000,2952177.68,1552516.664,0.103753599,0,USD,Paraguay,PRY
PRY_Wood and Paper,PRY_Wood and Paper,manufacturing,TRUE,1000,1859699.125,836460.0001,0.231536563,0,USD,Paraguay,PRY
"PRY_Petroleum, Chemical and Non-Metallic Mineral Products","PRY_Petroleum, Chemical and Non-Metallic Mineral Products",utility,TRUE,1000,4056380.351,714876.2197,0.094855627,0,USD,Paraguay,PRY
PRY_Metal Products,PRY_Metal Products,manufacturing,TRUE,1000,1198681.157,299355.2411,0.068426509,0,USD,Paraguay,PRY
PRY_Electrical and Machinery,PRY_Electrical and Machinery,utility,TRUE,1000,329902.6763,247180.9392,0.087927042,0,USD,Paraguay,PRY
PRY_Transport Equipment,PRY_Transport Equipment,utility,TRUE,1000,474404.1316,446759.9503,0.029109976,0,USD,Paraguay,PRY
PRY_Other Manufacturing,PRY_Other Manufacturing,manufacturing,TRUE,1000,640361.9485,472233.4511,0.063267963,0,USD,Paraguay,PRY
PRY_Recycling,PRY_Recycling,utility,TRUE,1000,238566.4256,175930.2842,0.0632679,0,USD,Paraguay,PRY
"PRY_Electricity, Gas and Water","PRY_Electricity, Gas and Water",utility,TRUE,1000,3938172.313,847309.0544,0.584574046,0,USD,Paraguay,PRY
PRY_Construction,PRY_Construction,construction,TRUE,1000,4437351.887,4089932.276,0.022691846,0,USD,Paraguay,PRY
PRY_Maintenance and Repair,PRY_Maintenance and Repair,construction,TRUE,1000,113228.1998,24820.70455,0.435085374,0,USD,Paraguay,PRY
PRY_Wholesale Trade,PRY_Wholesale Trade,trade,TRUE,1000,1459385.305,319911.4739,0.435085612,0,USD,Paraguay,PRY
PRY_Retail Trade,PRY_Retail Trade,trade,TRUE,1000,3245875.364,711527.09,0.43508552,0,USD,Paraguay,PRY
PRY_Hotels and Restraurants,PRY_Hotels and Restraurants,service,TRUE,1000,3126325.492,2608446.587,0.042980286,0,USD,Paraguay,PRY
PRY_Transport,PRY_Transport,construction,TRUE,1000,3702576.594,1307483.353,0.068877603,0,USD,Paraguay,PRY
PRY_Post and Telecommunications,PRY_Post and Telecommunications,service,TRUE,1000,1242545.037,294951.6802,0.1845316,0,USD,Paraguay,PRY
PRY_Finacial Intermediation and Business Activities,PRY_Finacial Intermediation and Business Activities,service,TRUE,1000,3554980.042,869205.6705,0.234991817,0,USD,Paraguay,PRY
PRY_Public Administration,PRY_Public Administration,service,TRUE,1000,2639497.828,2576771.785,0.02375761,0,USD,Paraguay,PRY
"PRY_Education, Health and Other Services","PRY_Education, Health and Other Services",service,TRUE,1000,1395897.949,1041726.357,0.032193033,0,USD,Paraguay,PRY
PRY_Private Households,PRY_Private Households,service,TRUE,1000,8242.41152,4944.23965,0.010113814,0,USD,Paraguay,PRY
PRY_Others,PRY_Others,service,TRUE,1000,2365568.088,1418992.787,0.01011383,0,USD,Paraguay,PRY
PRY_Re-export & Re-import,PRY_Re-export & Re-import,imports,TRUE,1000,28256.13054,4411.118904,0.843278937,0,USD,Paraguay,PRY
PER_Agriculture,PER_Agriculture,agriculture,TRUE,1000,20201560.21,7313296.991,0.112476766,0,USD,Peru,PER
PER_Fishing,PER_Fishing,agriculture,TRUE,1000,2412029.445,777976.7043,0.052039639,0,USD,Peru,PER
PER_Mining and Quarrying,PER_Mining and Quarrying,mining,TRUE,1000,17679622.3,1358660.286,0.545241739,0,USD,Peru,PER
PER_Food & Beverages,PER_Food & Beverages,agriculture,TRUE,1000,30269051.88,18689570.33,0.074746866,0,USD,Peru,PER
PER_Textiles and Wearing Apparel,PER_Textiles and Wearing Apparel,manufacturing,TRUE,1000,17037410.94,7327306.451,0.100262464,0,USD,Peru,PER
PER_Wood and Paper,PER_Wood and Paper,manufacturing,TRUE,1000,7426104.591,2098768.352,0.159538828,0,USD,Peru,PER
"PER_Petroleum, Chemical and Non-Metallic Mineral Products","PER_Petroleum, Chemical and Non-Metallic Mineral Products",utility,TRUE,1000,20999812.32,3586876.1,0.110184524,0,USD,Peru,PER
PER_Metal Products,PER_Metal Products,manufacturing,TRUE,1000,12927475.04,617423.5215,0.401138146,0,USD,Peru,PER
PER_Electrical and Machinery,PER_Electrical and Machinery,utility,TRUE,1000,3821921.259,1201509.212,0.084880643,0,USD,Peru,PER
PER_Transport Equipment,PER_Transport Equipment,utility,TRUE,1000,2073415.425,945927.4915,0.055010274,0,USD,Peru,PER
PER_Other Manufacturing,PER_Other Manufacturing,manufacturing,TRUE,1000,3389812.406,1722958.297,0.12314254,0,USD,Peru,PER
PER_Recycling,PER_Recycling,utility,TRUE,1000,929846.5728,568031.6705,0.056936536,0,USD,Peru,PER
"PER_Electricity, Gas and Water","PER_Electricity, Gas and Water",utility,TRUE,1000,5383000.229,1723400.295,0.01731476,0,USD,Peru,PER
PER_Construction,PER_Construction,construction,TRUE,1000,27340330.38,24556792.31,0.062777303,0,USD,Peru,PER
PER_Maintenance and Repair,PER_Maintenance and Repair,construction,TRUE,1000,880252.2168,502196.609,0.016894919,0,USD,Peru,PER
PER_Wholesale Trade,PER_Wholesale Trade,trade,TRUE,1000,11345463.54,6472749.183,0.016894934,0,USD,Peru,PER
PER_Retail Trade,PER_Retail Trade,trade,TRUE,1000,25233840.46,14396245.46,0.01689495,0,USD,Peru,PER
PER_Hotels and Restraurants,PER_Hotels and Restraurants,service,TRUE,1000,15018732.16,11837790.06,0.024776751,0,USD,Peru,PER
PER_Transport,PER_Transport,construction,TRUE,1000,24911966.77,7654811.839,0.067162487,0,USD,Peru,PER
PER_Post and Telecommunications,PER_Post and Telecommunications,service,TRUE,1000,4713076.385,1448210.889,0.067162423,0,USD,Peru,PER
PER_Finacial Intermediation and Business Activities,PER_Finacial Intermediation and Business Activities,service,TRUE,1000,39209170.84,8192517.551,0.078307339,0,USD,Peru,PER
PER_Public Administration,PER_Public Administration,service,TRUE,1000,25295727.01,25262739.52,0.001303786,0,USD,Peru,PER
"PER_Education, Health and Other Services","PER_Education, Health and Other Services",service,TRUE,1000,16035202.78,14590001.83,0.015496289,0,USD,Peru,PER
PER_Private Households,PER_Private Households,service,TRUE,1000,3769372.638,3660334.814,0.028921186,0,USD,Peru,PER
PER_Others,PER_Others,service,TRUE,1000,8744376.884,7413311.575,0.007375068,0,USD,Peru,PER
PER_Re-export & Re-import,PER_Re-export & Re-import,imports,TRUE,1000,22477.06316,2985.992016,0.866831203,0,USD,Peru,PER
PHL_Agriculture,PHL_Agriculture,agriculture,TRUE,1000,35239083.12,14391025.87,0.022601948,0,USD,Philippines,PHL
PHL_Fishing,PHL_Fishing,agriculture,TRUE,1000,7288314.046,5984651.26,0.022090246,0,USD,Philippines,PHL
PHL_Mining and Quarrying,PHL_Mining and Quarrying,mining,TRUE,1000,4085641.699,79568.08627,0.296801097,0,USD,Philippines,PHL
PHL_Food & Beverages,PHL_Food & Beverages,agriculture,TRUE,1000,109093061.2,94999638.75,0.007265309,0,USD,Philippines,PHL
PHL_Textiles and Wearing Apparel,PHL_Textiles and Wearing Apparel,manufacturing,TRUE,1000,8885843.498,5890205.922,0.126572855,0,USD,Philippines,PHL
PHL_Wood and Paper,PHL_Wood and Paper,manufacturing,TRUE,1000,4388892.795,376244.2006,0.221984796,0,USD,Philippines,PHL
"PHL_Petroleum, Chemical and Non-Metallic Mineral Products","PHL_Petroleum, Chemical and Non-Metallic Mineral Products",utility,TRUE,1000,23402859.89,4798066.045,0.11977116,0,USD,Philippines,PHL
PHL_Metal Products,PHL_Metal Products,manufacturing,TRUE,1000,6894722.768,493745.7861,0.115465462,0,USD,Philippines,PHL
PHL_Electrical and Machinery,PHL_Electrical and Machinery,utility,TRUE,1000,50116322.79,12486030.98,0.693176375,0,USD,Philippines,PHL
PHL_Transport Equipment,PHL_Transport Equipment,utility,TRUE,1000,6114255.407,5029580.194,0.140646217,0,USD,Philippines,PHL
PHL_Other Manufacturing,PHL_Other Manufacturing,manufacturing,TRUE,1000,3458068.903,2762332.046,0.147930972,0,USD,Philippines,PHL
PHL_Recycling,PHL_Recycling,utility,TRUE,1000,549838.5737,342533.1732,0.292999721,0,USD,Philippines,PHL
"PHL_Electricity, Gas and Water","PHL_Electricity, Gas and Water",utility,TRUE,1000,13789907.54,5673917.022,0.002568224,0,USD,Philippines,PHL
PHL_Construction,PHL_Construction,construction,TRUE,1000,35573263.89,33801798.12,0.001895032,0,USD,Philippines,PHL
PHL_Maintenance and Repair,PHL_Maintenance and Repair,construction,TRUE,1000,1323899.517,642478.3199,0.160171742,0,USD,Philippines,PHL
PHL_Wholesale Trade,PHL_Wholesale Trade,trade,TRUE,1000,17063585.61,8280820.67,0.16017181,0,USD,Philippines,PHL
PHL_Retail Trade,PHL_Retail Trade,trade,TRUE,1000,37951758.39,18417689.73,0.160171844,0,USD,Philippines,PHL
PHL_Hotels and Restraurants,PHL_Hotels and Restraurants,service,TRUE,1000,15612568.27,12085745.63,0.1190268,0,USD,Philippines,PHL
PHL_Transport,PHL_Transport,construction,TRUE,1000,26417565.53,20370681.77,0.095656211,0,USD,Philippines,PHL
PHL_Post and Telecommunications,PHL_Post and Telecommunications,service,TRUE,1000,5821549.761,2313767.231,0.100572534,0,USD,Philippines,PHL
PHL_Finacial Intermediation and Business Activities,PHL_Finacial Intermediation and Business Activities,service,TRUE,1000,60847397.81,30690299.25,0.083556994,0,USD,Philippines,PHL
PHL_Public Administration,PHL_Public Administration,service,TRUE,1000,280920.6344,94758.86846,0.21132714,0,USD,Philippines,PHL
"PHL_Education, Health and Other Services","PHL_Education, Health and Other Services",service,TRUE,1000,19308260.58,13244703.01,0.04428235,0,USD,Philippines,PHL
PHL_Private Households,PHL_Private Households,service,TRUE,1000,82107.76501,82099.36808,9.36E-05,0,USD,Philippines,PHL
PHL_Others,PHL_Others,service,TRUE,1000,23564959.06,23562549.14,9.36E-05,0,USD,Philippines,PHL
PHL_Re-export & Re-import,PHL_Re-export & Re-import,imports,TRUE,1000,60375.88555,6995.066466,0.793626972,0,USD,Philippines,PHL
POL_Agriculture,POL_Agriculture,agriculture,TRUE,1000,52564111.39,11730975.22,0.095310093,0,USD,Poland,POL
POL_Fishing,POL_Fishing,agriculture,TRUE,1000,424115.5428,63930.09123,0.135611307,0,USD,Poland,POL
POL_Mining and Quarrying,POL_Mining and Quarrying,mining,TRUE,1000,18317887.33,753707.1744,0.188141638,0,USD,Poland,POL
POL_Food & Beverages,POL_Food & Beverages,agriculture,TRUE,1000,80505378.22,36414394.18,0.139316177,0,USD,Poland,POL
POL_Textiles and Wearing Apparel,POL_Textiles and Wearing Apparel,manufacturing,TRUE,1000,22844307.27,13692726.65,0.255759251,0,USD,Poland,POL
POL_Wood and Paper,POL_Wood and Paper,manufacturing,TRUE,1000,39432145.16,2668986.201,0.374321276,0,USD,Poland,POL
"POL_Petroleum, Chemical and Non-Metallic Mineral Products","POL_Petroleum, Chemical and Non-Metallic Mineral Products",utility,TRUE,1000,80516444.01,12958747.23,0.374184015,0,USD,Poland,POL
POL_Metal Products,POL_Metal Products,manufacturing,TRUE,1000,51150925.84,4007315.367,0.46939442,0,USD,Poland,POL
POL_Electrical and Machinery,POL_Electrical and Machinery,utility,TRUE,1000,51242468.08,16593731.16,0.419787766,0,USD,Poland,POL
POL_Transport Equipment,POL_Transport Equipment,utility,TRUE,1000,41781631.5,20506462.59,0.380642304,0,USD,Poland,POL
POL_Other Manufacturing,POL_Other Manufacturing,manufacturing,TRUE,1000,13642782.1,6886423.709,0.163834452,0,USD,Poland,POL
POL_Recycling,POL_Recycling,utility,TRUE,1000,946552.1769,87554.71823,0.197251478,0,USD,Poland,POL
"POL_Electricity, Gas and Water","POL_Electricity, Gas and Water",utility,TRUE,1000,40333953.89,6458146.67,0.00483787,0,USD,Poland,POL
POL_Construction,POL_Construction,construction,TRUE,1000,95047547.17,43890327.13,0.017577053,0,USD,Poland,POL
POL_Maintenance and Repair,POL_Maintenance and Repair,construction,TRUE,1000,27783621.25,7891560.753,0.004327468,0,USD,Poland,POL
POL_Wholesale Trade,POL_Wholesale Trade,trade,TRUE,1000,60941129.26,6306086.219,0.035668744,0,USD,Poland,POL
POL_Retail Trade,POL_Retail Trade,trade,TRUE,1000,51475835.59,25210703.33,0.023014408,0,USD,Poland,POL
POL_Hotels and Restraurants,POL_Hotels and Restraurants,service,TRUE,1000,16176080.48,9868290.779,0.137452744,0,USD,Poland,POL
POL_Transport,POL_Transport,construction,TRUE,1000,74741126.71,36705831.78,0.090072221,0,USD,Poland,POL
POL_Post and Telecommunications,POL_Post and Telecommunications,service,TRUE,1000,26886555.74,6804333.635,0.077674905,0,USD,Poland,POL
POL_Finacial Intermediation and Business Activities,POL_Finacial Intermediation and Business Activities,service,TRUE,1000,170724472.6,63601430.32,0.053744382,0,USD,Poland,POL
POL_Public Administration,POL_Public Administration,service,TRUE,1000,36610351.44,30491358.9,0.031013,0,USD,Poland,POL
"POL_Education, Health and Other Services","POL_Education, Health and Other Services",service,TRUE,1000,89565545.21,75903615.35,0.026593502,0,USD,Poland,POL
POL_Private Households,POL_Private Households,service,TRUE,1000,2360965.179,2269334.368,0.038781549,0,USD,Poland,POL
POL_Others,POL_Others,service,TRUE,1000,4526623.623,1648591.905,0.003605541,0,USD,Poland,POL
POL_Re-export & Re-import,POL_Re-export & Re-import,imports,TRUE,1000,11687073.38,2292940.155,0.803804873,0,USD,Poland,POL
PRT_Agriculture,PRT_Agriculture,agriculture,TRUE,1000,10190483.5,2186292.541,0.091459279,0,USD,Portugal,PRT
PRT_Fishing,PRT_Fishing,agriculture,TRUE,1000,899450.8557,711266.0097,0.143557523,0,USD,Portugal,PRT
PRT_Mining and Quarrying,PRT_Mining and Quarrying,mining,TRUE,1000,1967059.742,-19738.17504,0.521967663,0,USD,Portugal,PRT
PRT_Food & Beverages,PRT_Food & Beverages,agriculture,TRUE,1000,21696734.59,15494535.35,0.069423689,0,USD,Portugal,PRT
PRT_Textiles and Wearing Apparel,PRT_Textiles and Wearing Apparel,manufacturing,TRUE,1000,23040432.26,13271652.22,0.180978536,0,USD,Portugal,PRT
PRT_Wood and Paper,PRT_Wood and Paper,manufacturing,TRUE,1000,15213842.71,1495812.939,0.511173931,0,USD,Portugal,PRT
"PRT_Petroleum, Chemical and Non-Metallic Mineral Products","PRT_Petroleum, Chemical and Non-Metallic Mineral Products",utility,TRUE,1000,22643167.41,3254049.263,0.357514935,0,USD,Portugal,PRT
PRT_Metal Products,PRT_Metal Products,manufacturing,TRUE,1000,9246388.39,756769.0802,0.369385255,0,USD,Portugal,PRT
PRT_Electrical and Machinery,PRT_Electrical and Machinery,utility,TRUE,1000,18409412.89,6912074.619,0.482283267,0,USD,Portugal,PRT
PRT_Transport Equipment,PRT_Transport Equipment,utility,TRUE,1000,10444524.21,6414013.085,0.302647783,0,USD,Portugal,PRT
PRT_Other Manufacturing,PRT_Other Manufacturing,manufacturing,TRUE,1000,4333038.336,2856450.001,0.116268468,0,USD,Portugal,PRT
PRT_Recycling,PRT_Recycling,utility,TRUE,1000,307870.2527,31030.71981,0.13071179,0,USD,Portugal,PRT
"PRT_Electricity, Gas and Water","PRT_Electricity, Gas and Water",utility,TRUE,1000,12106354.82,3676743.921,0.006486672,0,USD,Portugal,PRT
PRT_Construction,PRT_Construction,construction,TRUE,1000,32509262.96,14618587.37,0.008025456,0,USD,Portugal,PRT
PRT_Maintenance and Repair,PRT_Maintenance and Repair,construction,TRUE,1000,9156819.067,4533216.836,0.0084682,0,USD,Portugal,PRT
PRT_Wholesale Trade,PRT_Wholesale Trade,trade,TRUE,1000,16281782.76,24688.81639,0.053206552,0,USD,Portugal,PRT
PRT_Retail Trade,PRT_Retail Trade,trade,TRUE,1000,16375681.21,10642809.4,0.012494482,0,USD,Portugal,PRT
PRT_Hotels and Restraurants,PRT_Hotels and Restraurants,service,TRUE,1000,18003422.68,14980571.92,0.03759263,0,USD,Portugal,PRT
PRT_Transport,PRT_Transport,construction,TRUE,1000,23371405,17858253.6,0.080590057,0,USD,Portugal,PRT
PRT_Post and Telecommunications,PRT_Post and Telecommunications,service,TRUE,1000,10495110.29,3791146.298,0.07615577,0,USD,Portugal,PRT
PRT_Finacial Intermediation and Business Activities,PRT_Finacial Intermediation and Business Activities,service,TRUE,1000,69777235.43,26940298.77,0.049180972,0,USD,Portugal,PRT
PRT_Public Administration,PRT_Public Administration,service,TRUE,1000,15724955.52,13686339.6,0.129636867,0,USD,Portugal,PRT
"PRT_Education, Health and Other Services","PRT_Education, Health and Other Services",service,TRUE,1000,40613448.52,34288228.54,0.063618442,0,USD,Portugal,PRT
PRT_Private Households,PRT_Private Households,service,TRUE,1000,1439333.219,1410599.539,0.019941388,0,USD,Portugal,PRT
PRT_Others,PRT_Others,service,TRUE,1000,1232181.573,964735.5324,0.00912832,0,USD,Portugal,PRT
PRT_Re-export & Re-import,PRT_Re-export & Re-import,imports,TRUE,1000,317759.041,1239.369115,0.996096005,0,USD,Portugal,PRT
QAT_Agriculture,QAT_Agriculture,agriculture,TRUE,1000,1136497.706,284051.5163,0.10777439,0,USD,Qatar,QAT
QAT_Fishing,QAT_Fishing,agriculture,TRUE,1000,70096.01562,13079.36544,0.321235314,0,USD,Qatar,QAT
QAT_Mining and Quarrying,QAT_Mining and Quarrying,mining,TRUE,1000,47653881.31,88444.82764,0.997697414,0,USD,Qatar,QAT
QAT_Food & Beverages,QAT_Food & Beverages,agriculture,TRUE,1000,3656400.29,2896832.626,0.064827195,0,USD,Qatar,QAT
QAT_Textiles and Wearing Apparel,QAT_Textiles and Wearing Apparel,manufacturing,TRUE,1000,831088.7078,554786.2625,0.092701036,0,USD,Qatar,QAT
QAT_Wood and Paper,QAT_Wood and Paper,manufacturing,TRUE,1000,2322302.169,232745.4544,0.058612064,0,USD,Qatar,QAT
"QAT_Petroleum, Chemical and Non-Metallic Mineral Products","QAT_Petroleum, Chemical and Non-Metallic Mineral Products",utility,TRUE,1000,9243572.072,1388919.95,0.460367529,0,USD,Qatar,QAT
QAT_Metal Products,QAT_Metal Products,manufacturing,TRUE,1000,3139255.811,525097.6175,0.172305334,0,USD,Qatar,QAT
QAT_Electrical and Machinery,QAT_Electrical and Machinery,utility,TRUE,1000,12694802.58,10719663.31,0.026988731,0,USD,Qatar,QAT
QAT_Transport Equipment,QAT_Transport Equipment,utility,TRUE,1000,5356166.905,4826084.212,0.035165897,0,USD,Qatar,QAT
QAT_Other Manufacturing,QAT_Other Manufacturing,manufacturing,TRUE,1000,1616496.796,1225380.57,0.049467194,0,USD,Qatar,QAT
QAT_Recycling,QAT_Recycling,utility,TRUE,1000,383374.6014,288591.4535,0.226020433,0,USD,Qatar,QAT
"QAT_Electricity, Gas and Water","QAT_Electricity, Gas and Water",utility,TRUE,1000,5174153.448,2955988.325,0.112228433,0,USD,Qatar,QAT
QAT_Construction,QAT_Construction,construction,TRUE,1000,30402709.67,28902285.08,0.015052672,0,USD,Qatar,QAT
QAT_Maintenance and Repair,QAT_Maintenance and Repair,construction,TRUE,1000,395299.4535,240354.0947,0.248677279,0,USD,Qatar,QAT
QAT_Wholesale Trade,QAT_Wholesale Trade,trade,TRUE,1000,10351792.57,7010774.957,0.066700206,0,USD,Qatar,QAT
QAT_Retail Trade,QAT_Retail Trade,trade,TRUE,1000,6972076.212,5961338.602,0.052426803,0,USD,Qatar,QAT
QAT_Hotels and Restraurants,QAT_Hotels and Restraurants,service,TRUE,1000,5953132.51,5165925.069,0.086429724,0,USD,Qatar,QAT
QAT_Transport,QAT_Transport,construction,TRUE,1000,9022606.921,2307315.518,0.465280563,0,USD,Qatar,QAT
QAT_Post and Telecommunications,QAT_Post and Telecommunications,service,TRUE,1000,7013810.289,2760279.373,0.192288082,0,USD,Qatar,QAT
QAT_Finacial Intermediation and Business Activities,QAT_Finacial Intermediation and Business Activities,service,TRUE,1000,37045428.25,14877635.04,0.032366981,0,USD,Qatar,QAT
QAT_Public Administration,QAT_Public Administration,service,TRUE,1000,20808624.47,20302285.01,0.022892037,0,USD,Qatar,QAT
"QAT_Education, Health and Other Services","QAT_Education, Health and Other Services",service,TRUE,1000,17846785.88,16133100.11,0.069229845,0,USD,Qatar,QAT
QAT_Private Households,QAT_Private Households,service,TRUE,1000,252495.5819,151088.5812,0.386545296,0,USD,Qatar,QAT
QAT_Others,QAT_Others,service,TRUE,1000,449346.8501,165011.9465,0.082989011,0,USD,Qatar,QAT
QAT_Re-export & Re-import,QAT_Re-export & Re-import,imports,TRUE,1000,65496.23757,5022.604358,0.923064693,0,USD,Qatar,QAT
KOR_Agriculture,KOR_Agriculture,agriculture,TRUE,1000,55100940.35,23527081.73,0.001967906,0,USD,South Korea,KOR
KOR_Fishing,KOR_Fishing,agriculture,TRUE,1000,8156114.206,4113907.318,0.015781901,0,USD,South Korea,KOR
KOR_Mining and Quarrying,KOR_Mining and Quarrying,mining,TRUE,1000,7761944.791,-603630.2601,0.385638808,0,USD,South Korea,KOR
KOR_Food & Beverages,KOR_Food & Beverages,agriculture,TRUE,1000,160851888.9,91845830.96,0.021169537,0,USD,South Korea,KOR
KOR_Textiles and Wearing Apparel,KOR_Textiles and Wearing Apparel,manufacturing,TRUE,1000,165095951.2,58608543.19,0.135551848,0,USD,South Korea,KOR
KOR_Wood and Paper,KOR_Wood and Paper,manufacturing,TRUE,1000,117617837.2,1306945.421,0.171529964,0,USD,South Korea,KOR
"KOR_Petroleum, Chemical and Non-Metallic Mineral Products","KOR_Petroleum, Chemical and Non-Metallic Mineral Products",utility,TRUE,1000,673652883.5,94364198.93,0.117263267,0,USD,South Korea,KOR
KOR_Metal Products,KOR_Metal Products,manufacturing,TRUE,1000,337128995.6,6659328.475,0.418873764,0,USD,South Korea,KOR
KOR_Electrical and Machinery,KOR_Electrical and Machinery,utility,TRUE,1000,500441605.6,137435569.9,0.25892837,0,USD,South Korea,KOR
KOR_Transport Equipment,KOR_Transport Equipment,utility,TRUE,1000,156621648.2,116545157.6,0.079526711,0,USD,South Korea,KOR
KOR_Other Manufacturing,KOR_Other Manufacturing,manufacturing,TRUE,1000,100613338.8,61392972.93,0.042783555,0,USD,South Korea,KOR
KOR_Recycling,KOR_Recycling,utility,TRUE,1000,0,0,,0,USD,South Korea,KOR
"KOR_Electricity, Gas and Water","KOR_Electricity, Gas and Water",utility,TRUE,1000,103116832.6,44097960.73,0.001067186,0,USD,South Korea,KOR
KOR_Construction,KOR_Construction,construction,TRUE,1000,156804383.9,105157103.7,0.016857651,0,USD,South Korea,KOR
KOR_Maintenance and Repair,KOR_Maintenance and Repair,construction,TRUE,1000,1784470.1,715071.6059,0.167205555,0,USD,South Korea,KOR
KOR_Wholesale Trade,KOR_Wholesale Trade,trade,TRUE,1000,22999834.61,9216468.742,0.167205642,0,USD,South Korea,KOR
KOR_Retail Trade,KOR_Retail Trade,trade,TRUE,1000,51154773.98,20498681.25,0.167205721,0,USD,South Korea,KOR
KOR_Hotels and Restraurants,KOR_Hotels and Restraurants,service,TRUE,1000,213578546.7,93791804.44,0.016288582,0,USD,South Korea,KOR
KOR_Transport,KOR_Transport,construction,TRUE,1000,181383328.4,126220146.5,0.074879291,0,USD,South Korea,KOR
KOR_Post and Telecommunications,KOR_Post and Telecommunications,service,TRUE,1000,51885622.41,19166657.45,0.031107517,0,USD,South Korea,KOR
KOR_Finacial Intermediation and Business Activities,KOR_Finacial Intermediation and Business Activities,service,TRUE,1000,340258213.8,83380801.1,0.101767856,0,USD,South Korea,KOR
KOR_Public Administration,KOR_Public Administration,service,TRUE,1000,69328118.4,69213378.1,0.000715101,0,USD,South Korea,KOR
"KOR_Education, Health and Other Services","KOR_Education, Health and Other Services",service,TRUE,1000,282052470.8,232252014.2,0.018195021,0,USD,South Korea,KOR
KOR_Private Households,KOR_Private Households,service,TRUE,1000,3590360.013,1680917.67,0.023291232,0,USD,South Korea,KOR
KOR_Others,KOR_Others,service,TRUE,1000,7040206.812,1069.261307,0.014949945,0,USD,South Korea,KOR
KOR_Re-export & Re-import,KOR_Re-export & Re-import,imports,TRUE,1000,321679.2163,3051.335792,0.707305052,0,USD,South Korea,KOR
MDA_Agriculture,MDA_Agriculture,agriculture,TRUE,1000,30858.01479,2781.059275,0.271053415,0,USD,Moldova,MDA
MDA_Fishing,MDA_Fishing,agriculture,TRUE,1000,3668.909052,873.1886977,0.548746321,0,USD,Moldova,MDA
MDA_Mining and Quarrying,MDA_Mining and Quarrying,mining,TRUE,1000,4801.963657,1161.439218,0.588902525,0,USD,Moldova,MDA
MDA_Food & Beverages,MDA_Food & Beverages,agriculture,TRUE,1000,21599.4465,5151.887246,0.333417678,0,USD,Moldova,MDA
MDA_Textiles and Wearing Apparel,MDA_Textiles and Wearing Apparel,manufacturing,TRUE,1000,10607.67405,1572.114555,0.506253762,0,USD,Moldova,MDA
MDA_Wood and Paper,MDA_Wood and Paper,manufacturing,TRUE,1000,3828.410984,1000.03835,0.567609561,0,USD,Moldova,MDA
"MDA_Petroleum, Chemical and Non-Metallic Mineral Products","MDA_Petroleum, Chemical and Non-Metallic Mineral Products",utility,TRUE,1000,5691.083133,1776.975035,0.514344071,0,USD,Moldova,MDA
MDA_Metal Products,MDA_Metal Products,manufacturing,TRUE,1000,7389.069978,1145.43488,0.456612079,0,USD,Moldova,MDA
MDA_Electrical and Machinery,MDA_Electrical and Machinery,utility,TRUE,1000,8684.134954,2751.034527,0.422680733,0,USD,Moldova,MDA
MDA_Transport Equipment,MDA_Transport Equipment,utility,TRUE,1000,4082.917356,1719.631963,0.493047213,0,USD,Moldova,MDA
