labels,sector,type,essential,usd_per_ton,output,final_demand,share_exporting_firms,cutoff,supply_data,country,country_ISO
AFG_Agriculture,AFG_Agriculture,agriculture,TRUE,1000,4520458.258,2982180.361,0.247536872,0,USD,Afghanistan,AFG
AFG_Fishing,AFG_Fishing,agriculture,TRUE,1000,184252.0377,102197.6484,0.178551504,0,USD,Afghanistan,AFG
AFG_Mining and Quarrying,AFG_Mining and Quarrying,mining,TRUE,1000,279435.9907,22295.61648,0.146158856,0,USD,Afghanistan,AFG
AFG_Food & Beverages,AFG_Food & Beverages,agriculture,TRUE,1000,1331928.912,849669.095,0.004592289,0,USD,Afghanistan,AFG
AFG_Textiles and Wearing Apparel,AFG_Textiles and Wearing Apparel,manufacturing,TRUE,1000,302167.7158,149490.8607,0.078026449,0,USD,Afghanistan,AFG
AFG_Wood and Paper,AFG_Wood and Paper,manufacturing,TRUE,1000,798755.3811,72214.75248,0.069013203,0,USD,Afghanistan,AFG
"AFG_Petroleum, Chemical and Non-Metallic Mineral Products","AFG_Petroleum, Chemical and Non-Metallic Mineral Products",utility,TRUE,1000,1963651.861,384283.3688,0.014442104,0,USD,Afghanistan,AFG
AFG_Metal Products,AFG_Metal Products,manufacturing,TRUE,1000,831319.8357,30121.27595,0.056000166,0,USD,Afghanistan,AFG
AFG_Electrical and Machinery,AFG_Electrical and Machinery,utility,TRUE,1000,2146565.997,722232.3799,0.059844811,0,USD,Afghanistan,AFG
AFG_Transport Equipment,AFG_Transport Equipment,utility,TRUE,1000,999794.8786,496008.2853,0.061738863,0,USD,Afghanistan,AFG
AFG_Other Manufacturing,AFG_Other Manufacturing,manufacturing,TRUE,1000,350788.8134,135386.6742,0.077882137,0,USD,Afghanistan,AFG
AFG_Recycling,AFG_Recycling,utility,TRUE,1000,109201.1133,78956.0945,0.103584277,0,USD,Afghanistan,AFG
"AFG_Electricity, Gas and Water","AFG_Electricity, Gas and Water",utility,TRUE,1000,713972.0209,304085.0359,0.083505212,0,USD,Afghanistan,AFG
AFG_Construction,AFG_Construction,construction,TRUE,1000,2888367.206,1900858.637,0.070665723,0,USD,Afghanistan,AFG
AFG_Maintenance and Repair,AFG_Maintenance and Repair,construction,TRUE,1000,103250.0154,68959.50122,0.145849449,0,USD,Afghanistan,AFG
AFG_Wholesale Trade,AFG_Wholesale Trade,trade,TRUE,1000,1770739.71,780350.3456,0.049086663,0,USD,Afghanistan,AFG
AFG_Retail Trade,AFG_Retail Trade,trade,TRUE,1000,1624599.813,1363418.167,0.0733985,0,USD,Afghanistan,AFG
AFG_Hotels and Restraurants,AFG_Hotels and Restraurants,service,TRUE,1000,1207704.916,933463.2953,0.078761843,0,USD,Afghanistan,AFG
AFG_Transport,AFG_Transport,construction,TRUE,1000,2908158.843,1558251.017,0.074451645,0,USD,Afghanistan,AFG
AFG_Post and Telecommunications,AFG_Post and Telecommunications,service,TRUE,1000,3286882.042,1882053.408,0.089787489,0,USD,Afghanistan,AFG
AFG_Finacial Intermediation and Business Activities,AFG_Finacial Intermediation and Business Activities,service,TRUE,1000,7705865.669,1987929.061,0.015432382,0,USD,Afghanistan,AFG
AFG_Public Administration,AFG_Public Administration,service,TRUE,1000,2001075.343,1800680.933,0.077506992,0,USD,Afghanistan,AFG
"AFG_Education, Health and Other Services","AFG_Education, Health and Other Services",service,TRUE,1000,3058129.671,2300971.609,0.077729771,0,USD,Afghanistan,AFG
AFG_Private Households,AFG_Private Households,service,TRUE,1000,73462.67248,63104.18601,0.121161337,0,USD,Afghanistan,AFG
AFG_Others,AFG_Others,service,TRUE,1000,131689.9603,53824.02881,0.064348493,0,USD,Afghanistan,AFG
AFG_Re-export & Re-import,AFG_Re-export & Re-import,imports,TRUE,1000,10301.73882,2076.467537,0.786564445,0,USD,Afghanistan,AFG
ALB_Agriculture,ALB_Agriculture,agriculture,TRUE,1000,2775565.723,801261.181,0.400560281,0,USD,Albania,ALB
ALB_Fishing,ALB_Fishing,agriculture,TRUE,1000,133898.3304,36791.96296,0.385921743,0,USD,Albania,ALB
ALB_Mining and Quarrying,ALB_Mining and Quarrying,mining,TRUE,1000,396791.5507,-5235.642152,0.178413971,0,USD,Albania,ALB
ALB_Food & Beverages,ALB_Food & Beverages,agriculture,TRUE,1000,663308.0372,463421.4769,0.097139275,0,USD,Albania,ALB
ALB_Textiles and Wearing Apparel,ALB_Textiles and Wearing Apparel,manufacturing,TRUE,1000,392973.8351,227016.0598,0.39668,0,USD,Albania,ALB
ALB_Wood and Paper,ALB_Wood and Paper,manufacturing,TRUE,1000,406868.9509,26865.28168,0.213372788,0,USD,Albania,ALB
"ALB_Petroleum, Chemical and Non-Metallic Mineral Products","ALB_Petroleum, Chemical and Non-Metallic Mineral Products",utility,TRUE,1000,967994.2975,178199.3103,0.133772196,0,USD,Albania,ALB
ALB_Metal Products,ALB_Metal Products,manufacturing,TRUE,1000,432135.6015,11343.15857,0.241662942,0,USD,Albania,ALB
ALB_Electrical and Machinery,ALB_Electrical and Machinery,utility,TRUE,1000,1072633.096,675817.0435,0.095233509,0,USD,Albania,ALB
ALB_Transport Equipment,ALB_Transport Equipment,utility,TRUE,1000,404787.5834,287094.8911,0.061118711,0,USD,Albania,ALB
ALB_Other Manufacturing,ALB_Other Manufacturing,manufacturing,TRUE,1000,214071.1133,109328.3612,0.18507818,0,USD,Albania,ALB
ALB_Recycling,ALB_Recycling,utility,TRUE,1000,30194.80463,-3444.278599,0.756439671,0,USD,Albania,ALB
"ALB_Electricity, Gas and Water","ALB_Electricity, Gas and Water",utility,TRUE,1000,898236.937,467395.6545,0.032147206,0,USD,Albania,ALB
ALB_Construction,ALB_Construction,construction,TRUE,1000,4087530.698,2465465.469,0.02011454,0,USD,Albania,ALB
ALB_Maintenance and Repair,ALB_Maintenance and Repair,construction,TRUE,1000,75504.36307,33317.25392,0.415818128,0,USD,Albania,ALB
ALB_Wholesale Trade,ALB_Wholesale Trade,trade,TRUE,1000,1284390.492,557792.0967,0.070689556,0,USD,Albania,ALB
ALB_Retail Trade,ALB_Retail Trade,trade,TRUE,1000,980581.1287,806501.6945,0.051254828,0,USD,Albania,ALB
ALB_Hotels and Restraurants,ALB_Hotels and Restraurants,service,TRUE,1000,783129.1664,565835.9359,0.079396458,0,USD,Albania,ALB
ALB_Transport,ALB_Transport,construction,TRUE,1000,1185231.318,161892.2097,0.058772672,0,USD,Albania,ALB
ALB_Post and Telecommunications,ALB_Post and Telecommunications,service,TRUE,1000,681278.2843,284534.5196,0.068430327,0,USD,Albania,ALB
ALB_Finacial Intermediation and Business Activities,ALB_Finacial Intermediation and Business Activities,service,TRUE,1000,3249695.931,1334412.615,0.003658024,0,USD,Albania,ALB
ALB_Public Administration,ALB_Public Administration,service,TRUE,1000,1310862.387,1271573.505,0.023612795,0,USD,Albania,ALB
"ALB_Education, Health and Other Services","ALB_Education, Health and Other Services",service,TRUE,1000,1617715.732,1483464.625,0.023179086,0,USD,Albania,ALB
ALB_Private Households,ALB_Private Households,service,TRUE,1000,49200.53288,23364.97112,0.519724698,0,USD,Albania,ALB
ALB_Others,ALB_Others,service,TRUE,1000,43260.21318,10926.61869,0.070566547,0,USD,Albania,ALB
ALB_Re-export & Re-import,ALB_Re-export & Re-import,imports,TRUE,1000,14996.50903,2573.869435,0.827905726,0,USD,Albania,ALB
DZA_Agriculture,DZA_Agriculture,agriculture,TRUE,1000,22747478.49,9518893.654,0.009666615,0,USD,Algeria,DZA
DZA_Fishing,DZA_Fishing,agriculture,TRUE,1000,1042989.167,449662.1107,0.028833656,0,USD,Algeria,DZA
DZA_Mining and Quarrying,DZA_Mining and Quarrying,mining,TRUE,1000,31316020.04,779311.4734,0.960198908,0,USD,Algeria,DZA
DZA_Food & Beverages,DZA_Food & Beverages,agriculture,TRUE,1000,6088194.573,5235353.885,0.00220129,0,USD,Algeria,DZA
DZA_Textiles and Wearing Apparel,DZA_Textiles and Wearing Apparel,manufacturing,TRUE,1000,924835.0943,636037.2159,0.007425472,0,USD,Algeria,DZA
DZA_Wood and Paper,DZA_Wood and Paper,manufacturing,TRUE,1000,3122677.801,400372.8677,0.004630239,0,USD,Algeria,DZA
"DZA_Petroleum, Chemical and Non-Metallic Mineral Products","DZA_Petroleum, Chemical and Non-Metallic Mineral Products",utility,TRUE,1000,7174193.487,1939334.993,0.198279098,0,USD,Algeria,DZA
DZA_Metal Products,DZA_Metal Products,manufacturing,TRUE,1000,3115572.176,713849.0878,0.007083717,0,USD,Algeria,DZA
DZA_Electrical and Machinery,DZA_Electrical and Machinery,utility,TRUE,1000,10691667.87,8289108.71,0.002459865,0,USD,Algeria,DZA
DZA_Transport Equipment,DZA_Transport Equipment,utility,TRUE,1000,5117210.291,4610057.766,0.000789855,0,USD,Algeria,DZA
DZA_Other Manufacturing,DZA_Other Manufacturing,manufacturing,TRUE,1000,1514082.237,966849.5058,0.002250192,0,USD,Algeria,DZA
DZA_Recycling,DZA_Recycling,utility,TRUE,1000,593142.5045,575062.1385,0.008610117,0,USD,Algeria,DZA
"DZA_Electricity, Gas and Water","DZA_Electricity, Gas and Water",utility,TRUE,1000,12847167.04,6618186.17,0.000334845,0,USD,Algeria,DZA
DZA_Construction,DZA_Construction,construction,TRUE,1000,38749715.64,37276698.61,0.000594333,0,USD,Algeria,DZA
DZA_Maintenance and Repair,DZA_Maintenance and Repair,construction,TRUE,1000,540181.4325,392631.0129,0.024217906,0,USD,Algeria,DZA
DZA_Wholesale Trade,DZA_Wholesale Trade,trade,TRUE,1000,14355109.36,9492924.764,0.008813662,0,USD,Algeria,DZA
DZA_Retail Trade,DZA_Retail Trade,trade,TRUE,1000,12454480.78,9911279.983,0.002109594,0,USD,Algeria,DZA
DZA_Hotels and Restraurants,DZA_Hotels and Restraurants,service,TRUE,1000,7444944.275,6495506.243,0.017246034,0,USD,Algeria,DZA
DZA_Transport,DZA_Transport,construction,TRUE,1000,11865173.89,5176844.489,0.061103445,0,USD,Algeria,DZA
DZA_Post and Telecommunications,DZA_Post and Telecommunications,service,TRUE,1000,13807672.72,7608616.255,0.013702925,0,USD,Algeria,DZA
DZA_Finacial Intermediation and Business Activities,DZA_Finacial Intermediation and Business Activities,service,TRUE,1000,27143973.39,13555498.13,5.67E-05,0,USD,Algeria,DZA
DZA_Public Administration,DZA_Public Administration,service,TRUE,1000,18727410.74,18691484.51,0.00023917,0,USD,Algeria,DZA
"DZA_Education, Health and Other Services","DZA_Education, Health and Other Services",service,TRUE,1000,15114841.06,14653588.6,0.0033168,0,USD,Algeria,DZA
DZA_Private Households,DZA_Private Households,service,TRUE,1000,225357.5289,212637.9282,0.029085646,0,USD,Algeria,DZA
DZA_Others,DZA_Others,service,TRUE,1000,521201.3547,249876.484,0.006405728,0,USD,Algeria,DZA
DZA_Re-export & Re-import,DZA_Re-export & Re-import,imports,TRUE,1000,18564.75504,1525.059799,0.917675669,0,USD,Algeria,DZA
AND_Agriculture,AND_Agriculture,agriculture,TRUE,1000,104899.4887,10736.50571,0.089495633,0,USD,Andorra,AND
AND_Fishing,AND_Fishing,agriculture,TRUE,1000,12163.41834,1112.901407,0.275688389,0,USD,Andorra,AND
AND_Mining and Quarrying,AND_Mining and Quarrying,mining,TRUE,1000,76023.98879,2085.251877,0.05663672,0,USD,Andorra,AND
AND_Food & Beverages,AND_Food & Beverages,agriculture,TRUE,1000,195231.0198,97668.22761,0.18637743,0,USD,Andorra,AND
AND_Textiles and Wearing Apparel,AND_Textiles and Wearing Apparel,manufacturing,TRUE,1000,58316.09479,23401.88243,0.289075252,0,USD,Andorra,AND
AND_Wood and Paper,AND_Wood and Paper,manufacturing,TRUE,1000,140939.5922,22469.71936,0.189063507,0,USD,Andorra,AND
"AND_Petroleum, Chemical and Non-Metallic Mineral Products","AND_Petroleum, Chemical and Non-Metallic Mineral Products",utility,TRUE,1000,330521.8904,38032.85858,0.129880839,0,USD,Andorra,AND
AND_Metal Products,AND_Metal Products,manufacturing,TRUE,1000,158150.663,7581.569512,0.176166272,0,USD,Andorra,AND
AND_Electrical and Machinery,AND_Electrical and Machinery,utility,TRUE,1000,438617.9707,173160.1271,0.244673817,0,USD,Andorra,AND
AND_Transport Equipment,AND_Transport Equipment,utility,TRUE,1000,184898.7405,73356.38852,0.291959735,0,USD,Andorra,AND
AND_Other Manufacturing,AND_Other Manufacturing,manufacturing,TRUE,1000,58869.35547,20277.0924,0.238661925,0,USD,Andorra,AND
AND_Recycling,AND_Recycling,utility,TRUE,1000,23488.6178,7919.341721,0.513675407,0,USD,Andorra,AND
"AND_Electricity, Gas and Water","AND_Electricity, Gas and Water",utility,TRUE,1000,117144.5415,30624.37299,0.032081129,0,USD,Andorra,AND
AND_Construction,AND_Construction,construction,TRUE,1000,365568.3166,240801.4678,0.08095503,0,USD,Andorra,AND
AND_Maintenance and Repair,AND_Maintenance and Repair,construction,TRUE,1000,36993.38092,12218.20915,0.589461358,0,USD,Andorra,AND
AND_Wholesale Trade,AND_Wholesale Trade,trade,TRUE,1000,386064.2299,142500.0987,0.084957719,0,USD,Andorra,AND
AND_Retail Trade,AND_Retail Trade,trade,TRUE,1000,300787.8317,223000.4942,0.123645268,0,USD,Andorra,AND
AND_Hotels and Restraurants,AND_Hotels and Restraurants,service,TRUE,1000,231316.4208,153219.2266,0.139817751,0,USD,Andorra,AND
AND_Transport,AND_Transport,construction,TRUE,1000,280391.2991,53634.42616,0.150270663,0,USD,Andorra,AND
AND_Post and Telecommunications,AND_Post and Telecommunications,service,TRUE,1000,241196.6301,70239.85879,0.132554327,0,USD,Andorra,AND
AND_Finacial Intermediation and Business Activities,AND_Finacial Intermediation and Business Activities,service,TRUE,1000,1609702.282,421066.2355,0.005293172,0,USD,Andorra,AND
AND_Public Administration,AND_Public Administration,service,TRUE,1000,471023.5098,428470.0259,0.079018861,0,USD,Andorra,AND
"AND_Education, Health and Other Services","AND_Education, Health and Other Services",service,TRUE,1000,632732.3271,491273.3304,0.065165669,0,USD,Andorra,AND
AND_Private Households,AND_Private Households,service,TRUE,1000,28599.62733,9488.023294,0.662558123,0,USD,Andorra,AND
AND_Others,AND_Others,service,TRUE,1000,22402.77637,3512.351416,0.165575027,0,USD,Andorra,AND
AND_Re-export & Re-import,AND_Re-export & Re-import,imports,TRUE,1000,23673.09861,5578.214688,0.764150346,0,USD,Andorra,AND
AGO_Agriculture,AGO_Agriculture,agriculture,TRUE,1000,12352009.55,5849372.714,0.007478347,0,USD,Angola,AGO
AGO_Fishing,AGO_Fishing,agriculture,TRUE,1000,1710492.787,440922.7196,0.014717407,0,USD,Angola,AGO
AGO_Mining and Quarrying,AGO_Mining and Quarrying,mining,TRUE,1000,25795987.11,280647.1402,0.975940614,0,USD,Angola,AGO
AGO_Food & Beverages,AGO_Food & Beverages,agriculture,TRUE,1000,3154043.13,1720771.127,0.009447322,0,USD,Angola,AGO
AGO_Textiles and Wearing Apparel,AGO_Textiles and Wearing Apparel,manufacturing,TRUE,1000,614162.5509,303330.7018,0.014918384,0,USD,Angola,AGO
AGO_Wood and Paper,AGO_Wood and Paper,manufacturing,TRUE,1000,1728771.018,190704.7539,0.00764045,0,USD,Angola,AGO
"AGO_Petroleum, Chemical and Non-Metallic Mineral Products","AGO_Petroleum, Chemical and Non-Metallic Mineral Products",utility,TRUE,1000,4601271.619,1003166.974,0.019086469,0,USD,Angola,AGO
AGO_Metal Products,AGO_Metal Products,manufacturing,TRUE,1000,1745229.917,185375.4076,0.010678239,0,USD,Angola,AGO
AGO_Electrical and Machinery,AGO_Electrical and Machinery,utility,TRUE,1000,5227968.31,2873979.195,0.004837371,0,USD,Angola,AGO
AGO_Transport Equipment,AGO_Transport Equipment,utility,TRUE,1000,2481241.161,1550501.442,0.026980506,0,USD,Angola,AGO
AGO_Other Manufacturing,AGO_Other Manufacturing,manufacturing,TRUE,1000,831682.9132,347329.1908,0.01357306,0,USD,Angola,AGO
AGO_Recycling,AGO_Recycling,utility,TRUE,1000,241844.3902,167314.1442,0.160756386,0,USD,Angola,AGO
"AGO_Electricity, Gas and Water","AGO_Electricity, Gas and Water",utility,TRUE,1000,10410171.88,4570709.454,0.001336569,0,USD,Angola,AGO
AGO_Construction,AGO_Construction,construction,TRUE,1000,20207853.6,15516850.07,0.029374898,0,USD,Angola,AGO
AGO_Maintenance and Repair,AGO_Maintenance and Repair,construction,TRUE,1000,599688.4775,371798.8003,0.072214175,0,USD,Angola,AGO
AGO_Wholesale Trade,AGO_Wholesale Trade,trade,TRUE,1000,14629106.5,7867803.424,0.012055178,0,USD,Angola,AGO
AGO_Retail Trade,AGO_Retail Trade,trade,TRUE,1000,11629084.54,9708100.745,0.006581984,0,USD,Angola,AGO
AGO_Hotels and Restraurants,AGO_Hotels and Restraurants,service,TRUE,1000,9955269.375,8205833.02,0.020787342,0,USD,Angola,AGO
AGO_Transport,AGO_Transport,construction,TRUE,1000,5187492.667,1295196.404,0.220108761,0,USD,Angola,AGO
AGO_Post and Telecommunications,AGO_Post and Telecommunications,service,TRUE,1000,4411073.6,1515330.131,0.044276391,0,USD,Angola,AGO
AGO_Finacial Intermediation and Business Activities,AGO_Finacial Intermediation and Business Activities,service,TRUE,1000,20675188.25,6883567.467,0.000267935,0,USD,Angola,AGO
AGO_Public Administration,AGO_Public Administration,service,TRUE,1000,10644338.42,10484247.18,0.005257105,0,USD,Angola,AGO
"AGO_Education, Health and Other Services","AGO_Education, Health and Other Services",service,TRUE,1000,8803651.293,7739106.877,0.017571472,0,USD,Angola,AGO
AGO_Private Households,AGO_Private Households,service,TRUE,1000,180093.4971,134852.2225,0.220920346,0,USD,Angola,AGO
AGO_Others,AGO_Others,service,TRUE,1000,454506.9185,153622.3569,0.020153843,0,USD,Angola,AGO
AGO_Re-export & Re-import,AGO_Re-export & Re-import,imports,TRUE,1000,52568.53667,6364.12797,0.868863002,0,USD,Angola,AGO
ATG_Agriculture,ATG_Agriculture,agriculture,TRUE,1000,55998.16881,6655.457334,0.171010187,0,USD,Antigua,ATG
ATG_Fishing,ATG_Fishing,agriculture,TRUE,1000,7345.323695,600.5686454,0.564774485,0,USD,Antigua,ATG
ATG_Mining and Quarrying,ATG_Mining and Quarrying,mining,TRUE,1000,42416.60505,1064.384551,0.146105481,0,USD,Antigua,ATG
ATG_Food & Beverages,ATG_Food & Beverages,agriculture,TRUE,1000,85764.55897,44862.4747,0.212816665,0,USD,Antigua,ATG
ATG_Textiles and Wearing Apparel,ATG_Textiles and Wearing Apparel,manufacturing,TRUE,1000,21793.1252,5735.550045,0.40133302,0,USD,Antigua,ATG
ATG_Wood and Paper,ATG_Wood and Paper,manufacturing,TRUE,1000,52570.32617,3341.656878,0.161389474,0,USD,Antigua,ATG
"ATG_Petroleum, Chemical and Non-Metallic Mineral Products","ATG_Petroleum, Chemical and Non-Metallic Mineral Products",utility,TRUE,1000,129979.7674,19066.80342,0.162950507,0,USD,Antigua,ATG
ATG_Metal Products,ATG_Metal Products,manufacturing,TRUE,1000,59469.61557,2807.467443,0.240459108,0,USD,Antigua,ATG
ATG_Electrical and Machinery,ATG_Electrical and Machinery,utility,TRUE,1000,123348.544,33773.93395,0.219933175,0,USD,Antigua,ATG
ATG_Transport Equipment,ATG_Transport Equipment,utility,TRUE,1000,71274.40306,23518.63235,0.409719311,0,USD,Antigua,ATG
ATG_Other Manufacturing,ATG_Other Manufacturing,manufacturing,TRUE,1000,22401.77002,5625.248785,0.281517647,0,USD,Antigua,ATG
ATG_Recycling,ATG_Recycling,utility,TRUE,1000,9714.320874,2903.5146,0.559733717,0,USD,Antigua,ATG
"ATG_Electricity, Gas and Water","ATG_Electricity, Gas and Water",utility,TRUE,1000,76654.40916,20672.08716,0.142528298,0,USD,Antigua,ATG
ATG_Construction,ATG_Construction,construction,TRUE,1000,196906.0597,116364.28,0.232686426,0,USD,Antigua,ATG
ATG_Maintenance and Repair,ATG_Maintenance and Repair,construction,TRUE,1000,20530.98713,4886.951497,0.71637994,0,USD,Antigua,ATG
ATG_Wholesale Trade,ATG_Wholesale Trade,trade,TRUE,1000,174774.1621,63120.2924,0.215462574,0,USD,Antigua,ATG
ATG_Retail Trade,ATG_Retail Trade,trade,TRUE,1000,152147.7307,109065.2835,0.208852469,0,USD,Antigua,ATG
ATG_Hotels and Restraurants,ATG_Hotels and Restraurants,service,TRUE,1000,113147.0978,66306.85918,0.273409257,0,USD,Antigua,ATG
ATG_Transport,ATG_Transport,construction,TRUE,1000,148952.7714,25552.50568,0.220358095,0,USD,Antigua,ATG
ATG_Post and Telecommunications,ATG_Post and Telecommunications,service,TRUE,1000,122817.1333,28925.34614,0.209109788,0,USD,Antigua,ATG
ATG_Finacial Intermediation and Business Activities,ATG_Finacial Intermediation and Business Activities,service,TRUE,1000,588299.1157,210700.8807,0.041247745,0,USD,Antigua,ATG
ATG_Public Administration,ATG_Public Administration,service,TRUE,1000,191378.9028,155888.3625,0.178086119,0,USD,Antigua,ATG
"ATG_Education, Health and Other Services","ATG_Education, Health and Other Services",service,TRUE,1000,277447.1104,215655.7331,0.127604535,0,USD,Antigua,ATG
ATG_Private Households,ATG_Private Households,service,TRUE,1000,15562.99586,4076.225694,0.73325407,0,USD,Antigua,ATG
ATG_Others,ATG_Others,service,TRUE,1000,11904.21397,2382.529452,0.407299656,0,USD,Antigua,ATG
ATG_Re-export & Re-import,ATG_Re-export & Re-import,imports,TRUE,1000,12014.37475,2264.961986,0.811143127,0,USD,Antigua,ATG
ARG_Agriculture,ARG_Agriculture,agriculture,TRUE,1000,64521196.06,11608256.26,0.114467393,0,USD,Argentina,ARG
ARG_Fishing,ARG_Fishing,agriculture,TRUE,1000,751021.8887,201298.1736,0.050214419,0,USD,Argentina,ARG
ARG_Mining and Quarrying,ARG_Mining and Quarrying,mining,TRUE,1000,33111466.88,1472526.775,0.281880327,0,USD,Argentina,ARG
ARG_Food & Beverages,ARG_Food & Beverages,agriculture,TRUE,1000,77448674.71,58986329.66,0.074884351,0,USD,Argentina,ARG
ARG_Textiles and Wearing Apparel,ARG_Textiles and Wearing Apparel,manufacturing,TRUE,1000,20967773.21,12360426.98,0.063400521,0,USD,Argentina,ARG
ARG_Wood and Paper,ARG_Wood and Paper,manufacturing,TRUE,1000,16241202.43,4174563.223,0.037188772,0,USD,Argentina,ARG
"ARG_Petroleum, Chemical and Non-Metallic Mineral Products","ARG_Petroleum, Chemical and Non-Metallic Mineral Products",utility,TRUE,1000,57278727.91,19329345.05,0.106956502,0,USD,Argentina,ARG
ARG_Metal Products,ARG_Metal Products,manufacturing,TRUE,1000,16525529.14,2654222.771,0.117410909,0,USD,Argentina,ARG
ARG_Electrical and Machinery,ARG_Electrical and Machinery,utility,TRUE,1000,17371557.82,9595147.802,0.071619685,0,USD,Argentina,ARG
ARG_Transport Equipment,ARG_Transport Equipment,utility,TRUE,1000,15978110.46,10569590.67,0.076937202,0,USD,Argentina,ARG
ARG_Other Manufacturing,ARG_Other Manufacturing,manufacturing,TRUE,1000,6480507.181,4694724.005,0.040187323,0,USD,Argentina,ARG
ARG_Recycling,ARG_Recycling,utility,TRUE,1000,243554.3066,73275.58213,0.345403162,0,USD,Argentina,ARG
"ARG_Electricity, Gas and Water","ARG_Electricity, Gas and Water",utility,TRUE,1000,25721771.96,9834564.509,0.019461062,0,USD,Argentina,ARG
ARG_Construction,ARG_Construction,construction,TRUE,1000,53635969.26,46116496.6,0.006422839,0,USD,Argentina,ARG
ARG_Maintenance and Repair,ARG_Maintenance and Repair,construction,TRUE,1000,1933668.299,1530630.725,0.013189015,0,USD,Argentina,ARG
ARG_Wholesale Trade,ARG_Wholesale Trade,trade,TRUE,1000,27715710.7,15858785.94,0.013261473,0,USD,Argentina,ARG
ARG_Retail Trade,ARG_Retail Trade,trade,TRUE,1000,53657118.07,46336992.86,0.013165231,0,USD,Argentina,ARG
ARG_Hotels and Restraurants,ARG_Hotels and Restraurants,service,TRUE,1000,26562339.36,24172738.19,0.018010712,0,USD,Argentina,ARG
ARG_Transport,ARG_Transport,construction,TRUE,1000,47645294.58,23548480.73,0.04668571,0,USD,Argentina,ARG
ARG_Post and Telecommunications,ARG_Post and Telecommunications,service,TRUE,1000,18575813.77,9683986.473,0.045879615,0,USD,Argentina,ARG
ARG_Finacial Intermediation and Business Activities,ARG_Finacial Intermediation and Business Activities,service,TRUE,1000,143220534.4,70246148.36,0.03546324,0,USD,Argentina,ARG
ARG_Public Administration,ARG_Public Administration,service,TRUE,1000,54562775.62,52653226.85,0.014093715,0,USD,Argentina,ARG
"ARG_Education, Health and Other Services","ARG_Education, Health and Other Services",service,TRUE,1000,113064093.6,100171594,0.01820995,0,USD,Argentina,ARG
ARG_Private Households,ARG_Private Households,service,TRUE,1000,30401.50859,30109.55665,0.009596255,0,USD,Argentina,ARG
ARG_Others,ARG_Others,service,TRUE,1000,8725246.871,8641456.759,0.009596229,0,USD,Argentina,ARG
ARG_Re-export & Re-import,ARG_Re-export & Re-import,imports,TRUE,1000,11190.0348,1494.289798,0.865606354,0,USD,Argentina,ARG
ARM_Agriculture,ARM_Agriculture,agriculture,TRUE,1000,2381117.425,585337.9252,0.064740629,0,USD,Armenia,ARM
ARM_Fishing,ARM_Fishing,agriculture,TRUE,1000,78001.451,16273.6496,0.619420886,0,USD,Armenia,ARM
ARM_Mining and Quarrying,ARM_Mining and Quarrying,mining,TRUE,1000,450217.8695,24727.24652,0.465001651,0,USD,Armenia,ARM
ARM_Food & Beverages,ARM_Food & Beverages,agriculture,TRUE,1000,929389.047,740941.6239,0.155675927,0,USD,Armenia,ARM
ARM_Textiles and Wearing Apparel,ARM_Textiles and Wearing Apparel,manufacturing,TRUE,1000,154258.1666,91578.64057,0.359186138,0,USD,Armenia,ARM
ARM_Wood and Paper,ARM_Wood and Paper,manufacturing,TRUE,1000,274339.1469,52867.87089,0.214051415,0,USD,Armenia,ARM
"ARM_Petroleum, Chemical and Non-Metallic Mineral Products","ARM_Petroleum, Chemical and Non-Metallic Mineral Products",utility,TRUE,1000,634537.2109,193733.0749,0.365598799,0,USD,Armenia,ARM
ARM_Metal Products,ARM_Metal Products,manufacturing,TRUE,1000,438425.3076,26691.95423,0.836570732,0,USD,Armenia,ARM
ARM_Electrical and Machinery,ARM_Electrical and Machinery,utility,TRUE,1000,839338.2769,496843.0736,0.31583785,0,USD,Armenia,ARM
ARM_Transport Equipment,ARM_Transport Equipment,utility,TRUE,1000,284861.9176,205820.8525,0.159914977,0,USD,Armenia,ARM
ARM_Other Manufacturing,ARM_Other Manufacturing,manufacturing,TRUE,1000,153859.218,80227.65364,0.346201679,0,USD,Armenia,ARM
ARM_Recycling,ARM_Recycling,utility,TRUE,1000,108450.3524,60701.01288,0.429472246,0,USD,Armenia,ARM
"ARM_Electricity, Gas and Water","ARM_Electricity, Gas and Water",utility,TRUE,1000,732999.4397,337262.669,0.059573817,0,USD,Armenia,ARM
ARM_Construction,ARM_Construction,construction,TRUE,1000,2033841.138,1225268.555,0.070307307,0,USD,Armenia,ARM
ARM_Maintenance and Repair,ARM_Maintenance and Repair,construction,TRUE,1000,75496.54737,28893.01942,0.580040504,0,USD,Armenia,ARM
ARM_Wholesale Trade,ARM_Wholesale Trade,trade,TRUE,1000,806574.5031,470310.7792,0.125625907,0,USD,Armenia,ARM
ARM_Retail Trade,ARM_Retail Trade,trade,TRUE,1000,775416.9747,655908.7138,0.127290086,0,USD,Armenia,ARM
ARM_Hotels and Restraurants,ARM_Hotels and Restraurants,service,TRUE,1000,327384.7396,274948.9732,0.140515645,0,USD,Armenia,ARM
ARM_Transport,ARM_Transport,construction,TRUE,1000,725654.1652,328624.4876,0.321785018,0,USD,Armenia,ARM
ARM_Post and Telecommunications,ARM_Post and Telecommunications,service,TRUE,1000,553716.2099,311183.2974,0.177670313,0,USD,Armenia,ARM
